row_id,creator,run,title_raw,label_first,label_shuffled
46872,@DropSiteNews,1,“Lebanon’s Surrender Agreement”: Hezbollah Expert Amal Saad on Beirut’s “Framework” With Israel,left,neither
46988,@DropSiteNews,2,"Miko Peled: Should the Left Engage with Tucker Carlson, Right Wing Israel Critics?",left,neither
47012,@DropSiteNews,2,Exposed: Israel-Emirates Ties Nurtured by Jeffrey Before Abraham Accords,left,neither
47026,@DropSiteNews,2,“Burning Bodies”: Satellite Evidence Exposes Atrocity Cover Up By UAE’s Militants,left,neither
47074,@BadFaithPodcast,2,The Fight Inside DSA Over Whether to ENDORSE AOC for President (w/ James Ray),left,neither
47076,@BadFaithPodcast,1,"Is ""Defund"" The Left's ""Sister Soulja"" Moment? (w/ Eddie Glaude)",neither,left
47092,@BadFaithPodcast,1,"Peter Thiel's Secret Society, The Left's Favorite CONSPIRACIES (w/ Tonery Rose & Aaron Good)",neither,right
47099,@BadFaithPodcast,2,"Empathy Is Bad?: Gad Saad's Anti-Woke Book, + The Left DEFENDS NEW Platner Scandal (w/ Matt McManus)",left,right
47106,@BadFaithPodcast,2,How The Green Party GAINED Power in the UK (w/ Ash Sarkar),neither,left
47107,@BadFaithPodcast,2,"The Left Only Wants to ""Endlessly Critique Power""? (w/ Contrapoints)",neither,left
47123,@BadFaithPodcast,2,Tech Overlords Want You To RENT Your Body to AI,left,neither
47136,@BadFaithPodcast,2,Chomsky FANTASIZED About Epstein's Island (w/ Alan MacLeod),neither,right
47143,@BadFaithPodcast,2,Plur1bus Debate: Is This Anti Collectivist Propaganda?,left,neither
47187,@thejimmydoreshow,2,Netanyahu Tells Israelis He Controls Trump! ,neither,left
47406,@thejimmydoreshow,2,TPUSA’s Andrew Kolvet RAISES QUESTION About Official Story!,neither,right
47423,@thejimmydoreshow,2,Netanyahu SMEARS Victims Of October 7th!,neither,left
47501,@thejimmydoreshow,1,Anti-Israel UFC Champ CRASHES White House Freedom 250 Event!,neither,right
47550,@thejimmydoreshow,2,Zionists Now THREATENING Every U.S. Politician With Jewish Money! ,neither,left
47677,@thejimmydoreshow,2,Putin Makes MAJOR MOVE To Crush The U.S. Petrodollar! w/ Neil Oliver,neither,right
47982,@thejimmydoreshow,2,Democrats SECRETLY HELPING Trump Start Iran War!,neither,left
48138,@thejimmydoreshow,2,China Sends Iran Biggest Shipment Of Weapons Ever! w/ Thomas Massie,neither,right
48197,@thejimmydoreshow,1,FBI’s Latest CRAZY DODGE To Keep Epstein Files Hidden!,neither,right
48213,@thejimmydoreshow,2,Mainstream Media Spreading FAKE AI VIDEOS From Venezuela! w/ Max Blumenthal,neither,left
48257,@thejimmydoreshow,2,Nicki Minaj Says The WORST THING POSSIBLE To Erika Kirk!,neither,right
48268,@thejimmydoreshow,2,Erika Kirk In PANIC MODE About Egyptian Plane Story! ,neither,left
48417,@KimIversen,1,"Zionists SEIZED TikTok, Now There is an Alternative",neither,left
48437,@KimIversen,2,Why Isn't Big Pharma On Trial?,neither,left
48468,@KimIversen,2,The Government’s Charlie Kirk Story Is Unraveling,neither,right
48607,@KimIversen,2,Trump’s Iran Deal Demands Turn Into Israel First,neither,left
48877,@KimIversen,2,Israelis Brag About Buying U.S. Politicians,neither,left
48920,@KimIversen,1,How To ACTUALLY Make American Great Again,right,neither
48947,@KimIversen,2,Trump May End Endless Wars,right,neither
49097,@NovaraMedia,2,Top Economist SLAMS Mainstream Media’s Coverage of Benefits ,neither,left
49099,@NovaraMedia,2,Morgan McSweeney Admits Labour Are Clueless,neither,right
49107,@NovaraMedia,2,Top Economist EXPOSES The Broken System | Ash Sarkar Meets Mariana Mazzucato,neither,left
49117,@NovaraMedia,1,The Briefing WAR Against Ed Miliband,left,neither
49286,@NovaraMedia,2,Is Liberalism FINALLY Waking Up to the Crises It Has Caused? | Aaron Bastani Meets Adrian Wooldridge,neither,left
49326,@NovaraMedia,2,Tommy Robinson Applauds Top Tory For Islam Comments,left,neither
49374,@NovaraMedia,1,SHOCK: Farage Wants MORE Refugees?!,neither,right
49399,@NovaraMedia,2,Expert Paul Holden Reveals CONSPIRACY To Silence Labour Critics,neither,right
49411,@NovaraMedia,2,Farage Announces Reform's New Tory Cabinet | #novaralive,left,neither
49415,@NovaraMedia,2,"Epstein, Mandelson & The Perversion of New Labour Liberalism | Ash Sarkar Meets Maurice Glasman",neither,left
49494,@NovaraMedia,1,Palestine Action Hunger Strikers In Critical State,neither,left
49645,@lovettorleaveitpodcast,2,Lovett and Tim Miller React to the ICE Shooting Fallout,neither,left
49647,@lovettorleaveitpodcast,2,Reacting to CBS News' EMBARRASSING Coverage of Marco Rubio with George Civeris & Andy Kindler,neither,left
49686,@PoliticsGirl,1,Let’s Get Our Country Back: A Conversation with Oath’s Brian Derrick,neither,left
49690,@PoliticsGirl,1,Stop the Cruelty,neither,left
49704,@PoliticsGirl,2,Jan 6er Payout,left,neither
49708,@PoliticsGirl,1,Bring Back The Law,neither,right
49726,@PoliticsGirl,2,Does America Hate Women? A conversation with Monte Mader,left,neither
49752,@PoliticsGirl,2,WHITE WOMEN are the PROBLEM,left,neither
49753,@PoliticsGirl,1,Live Free or Die,neither,right
49787,@TheLincolnProject,2,The Left Has the Power. It Keeps Apologizing for It.,left,neither
49815,@TheLincolnProject,1,"RFK Jr.'s Marry, F*ck, Kill List",left,neither
49831,@TheLincolnProject,2,Epstein Class,left,neither
49833,@TheLincolnProject,2,Had Enough?,left,neither
49876,@TheLincolnProject,2,How Texas Flipped Blue-Curious,left,neither
49888,@TheLincolnProject,2,BREAKING: Wiles’ Secrets Exposed with Chris Whipple,neither,left
49925,@chriscuomo,2,"D.L. Hughley On Trump, Race, And America’s Breaking Point",neither,left
49960,@chriscuomo,2,Fauci Pleading The Fifth Doesn't Actually Matter,neither,left
49961,@chriscuomo,1,Why Trump Is Getting A Pass On Everything Fauci Did,neither,left
49962,@chriscuomo,2,Everything You Hate About The Economy Was A Choice,neither,left
49965,@chriscuomo,2,Trump Just Handed Democrats Their Best Argument,left,neither
49983,@chriscuomo,2,Why Trump’s Movement Is About To Destroy Him,left,neither
50013,@chriscuomo,2,"Winning Midterms, Trumpism, Women's Rise to Power, and Matching Vulgar Ideas with Vulgarity",left,neither
50078,@chriscuomo,2,What the U.S. and Israel Are Really Doing in Iran,neither,left
50090,@chriscuomo,1,Why the FCC Is Going After Colbert,neither,left
50121,@chriscuomo,2,Why Copying Trump Keeps Backfiring,left,neither
50146,@MichaelMaliceofficial,2,Dave Landau on Our Idiotacratic America | “YOUR WELCOME” #425,neither,right
50160,@MichaelMaliceofficial,2,"The END of GREAT BRITAIN? with Triggernometry's Francis Foster | ""YOUR WELCOME"" #416",neither,right
50203,@StosselTV,2,"Don't Give Up! The Full Steve Forbes Interview on Socialism, Innovation & America",neither,right
50204,@StosselTV,2,"Broken Promises: Presidents (From Clinton to Bush to Obama to Trump) Promise Peace, Deliver War",neither,left
50215,@StosselTV,1,"Buffaloed:  How a Climate Scientist Was Attacked by the White House, Congress & His Own University",neither,left
50234,@StosselTV,2,Billions Stolen: Why Government Doesn’t Crack Down on Fraud,right,neither
50241,@StosselTV,1,Ep 40. Wikipedia Bias,neither,right
50512,@RubinReport,2,"Platner Holds Democrats Hostage, Trump Ditches New Air Force One | 7/9/26 FIRST LOOK",neither,right
50522,@RubinReport,1,Dem Goes Viral for Listing Everyone That Needs to Apologize for Platner Disaster,right,neither
51115,@RubinReport,2,Trump’s Iran Plan Will Change Everything | Sen. Rick Scott,neither,right
51129,@RubinReport,2,Did ‘Real Time’s’ Bill Maher Finally Change His Mind on Trump?,right,neither
51312,@RubinReport,2,Wikipedia Conspiracy Goes Deeper Than Anyone Knows | Ashley Rindsberg,neither,right
51467,@ColemanHughesOfficial,2,Why Progressives Should Love America,right,neither
51492,@ColemanHughesOfficial,2,What Conservatism Is for Today | Yuval Levin,neither,right
51518,@DarkHorsePod,2,Are Children Hostages of Their Parents? Bret Weinstein & Heather Heying React to Yale Law Professor,neither,right
51519,@DarkHorsePod,1,Bret & Heather React to Fauci's Fifth Amendment Defense | DarkHorse 336,neither,right
51522,@DarkHorsePod,2,Did SARS-CoV-2 Leak Naturally from the Wuhan Institute? | Sonia Elijah on Inside Rail,neither,right
51547,@DarkHorsePod,2,"Washington's 9.9% ""Millionaires Tax"" Isn't That Simple | DarkHorse 319",right,neither
51623,@OfficialFlagrant,1,Trump Declares War on World Cup,neither,left
51639,@OfficialFlagrant,1,"War On The Whiteboys! Timmy Chalamet, Jack Harlow, & Why Mormon Wives Get Freaky | Ep #696",neither,right
51662,@turningpointusa,2,"Riley Gaines on Faith, Femininity, and Finding Courage",neither,right
51707,@turningpointusa,2,Does Christianity Oppose Mass Deportation? | Nick Freitas vs. Student,neither,right
51741,@turningpointusa,1,The Harsh Reality of Border Enforcement | Tom Homan at the This Is the Turning Point Tour,neither,right
51742,@turningpointusa,2,What the Early Church Can Teach Us Today | Benny Johnson at the This Is the Turning Point Tour,neither,right
51743,@turningpointusa,1,What It Means to Be American | Vivek Ramaswamy at the This Is the Turning Point Tour,neither,right
51744,@turningpointusa,1,Have the Hard Conversations | Savannah Chrisley at the This Is the Turning Point Tour,neither,right
51752,@turningpointusa,2,Nick Freitas Explains the Truth Behind Mass Deportations,neither,right
51753,@turningpointusa,1,Why Jesus’ Resurrection Changes Everything | Charlie Kirk's Easter Message,neither,right
51770,@turningpointusa,1,Charlie Kirk Responds to the Claim That America Would Reject Jesus at the Border,right,neither
51789,@turningpointusa,2,Remaining Faithful When It’s Costly | Riley Gaines at Make Heaven Crowded 2026,neither,right
51790,@turningpointusa,1,What It Means to Stand Firm in Faith | Erika Kirk at the Make Heaven Crowded Tour 2026,neither,right
51791,@turningpointusa,2,When Does Life Begin? Charlie Kirk Debates Abortion and Moral Responsibility,right,neither
51796,@turningpointusa,2,The REAL Cause of Homelessness in America | Charlie Kirk Debate Compilation,neither,right
51921,@marklevinshow,2,Mark Levin REVEALS The Real Threat of This Senate Candidate,neither,right
51979,@marklevinshow,2,The Most Appalling Supreme Court Opinion In Recent Memory,neither,left
52149,@marklevinshow,2,Mark Levin on Birthright Citizenship: History and Misconceptions,neither,right
52162,@marklevinshow,2,The Best Of Mark Levin - 3/28/26,neither,right
52332,@marklevinshow,1,The Best Of Mark Levin - 12/31/25,neither,right
52347,@marklevinshow,2,Senator Graham Warns America About the Growing Enemy,neither,right
52406,@bbrettcooper,1,Olivia Rodrigo Is Being Canceled Over Her Babydoll Dress,neither,right
52445,@bbrettcooper,1,Polymarket Is Turning Wars Into A Casino,neither,left
52475,@bbrettcooper,1,Reacting to the Most Brain-Dead Takes at the Grammys | Episode 128,neither,right
52521,@theisabelbrown,2,Gen Z Hates Marriage and Kids... Or Do They?!,neither,right
52527,@theisabelbrown,2,You Need To Know This About The Tyler Robinson/Charlie Kirk Trial,right,neither
52548,@theisabelbrown,1,Have SSRIs Mass-Poisoned Gen Z?,right,neither
52603,@theisabelbrown,2,Hollywood Is Destroying Our Favorite Movies,right,neither
52624,@theisabelbrown,1,The Iranian Uprising the Media Refuses to Cover,neither,right
52649,@lizwheeler,2,China’s PLOT to Take Over U.S. Elections,neither,right
52654,@lizwheeler,2,Tucker Carlson Turns LEFTIST?!,neither,right
52656,@lizwheeler,2,FBI Investigating Gavin Newsom's WIFE?!,neither,right
52669,@lizwheeler,2,3 Reasons Why Spencer Pratt Is WINNING,neither,right
52671,@lizwheeler,2,Hantavirus: The NEXT Big COVID Plot?!,neither,right
52674,@lizwheeler,2,Is the Pope Changing Catholic Teaching on Homosexuality?!,neither,right
52675,@lizwheeler,2,Spencer Pratt's BEST Campaign Video Yet,right,neither
52686,@lizwheeler,2,Joe Kent EXPOSED by Journalist Over Charlie Kirk Claims,neither,left
52690,@lizwheeler,2,Chip Roy Explains How Republicans Can Pass the SAVE America Act,right,neither
52700,@lizwheeler,1,Suspicious Footage Just Before Epstein's Death Revealed!,neither,right
52703,@lizwheeler,2,Clintons to Testify—on CAMERA?,neither,right
52713,@lizwheeler,1,HIDDEN Info About Trump Shooter Thomas Crooks?! | Ep 192 (REPLAY),neither,right
52830,@AndrewKlavan,1,Why Is Megyn Kelly Siding with Candace and Tucker?,neither,right
52872,@AndrewKlavan,2,Ep. 1280 - Inside the Conservative Mind,neither,right
52879,@AndrewKlavan,2,The Questions That Religion Answers But Science Cannot w/ Carl Trueman,neither,right
52933,@AndrewKlavan,2,How Eliminating Ayatollah Khameini Will Change The Middle East w/Michael Doran,neither,right
52938,@AndrewKlavan,2,Am I Actually Agreeing With Matt Walsh on This Key Issue?,neither,left
52952,@AndrewKlavan,1,Why Immigration Enforcement Is Always Treated Like a Crisis,right,left
52965,@AndrewKlavan,2,How Influencers Project Their Personal Crises Onto The Public w/Lauren Southern,neither,right
52993,@RealAlexClark,2,Sex Isn’t Optional: Why Wives Should Pursue Pleasure | Wife School #1 Tilly Dillehay,right,neither
53014,@RealAlexClark,1,5G: The Biggest Public Health Experiment in History | Stephanie Locricchio,right,neither
53025,@RealAlexClark,2,Healing a Sick Culture Around a Table | Culture Apothecary x Grounded Wellness,neither,right
53057,@RealAlexClark,2,Your Husband Or Son Is Watching Porn — Now What? | Emeal “E.Z.” Zwayne,neither,right
53067,@RealAlexClark,2,This Is Why Americans Can’t Have Babies Anymore | Alex Clark AMFEST 2025,neither,right
53122,@BlazeTV,2,Why Young Men Are Giving Up on Modern Society,neither,right
53508,@BlazeTV,2,Why the Federal Reserve's History is EVEN WORSE Than You Think!,neither,right
53658,@BlazeTV,2,EXPLAINED: The INSANE Religious Beliefs Driving Iran's Apocalyptic Leaders,right,neither
53803,@BlazeTV,2,How to Prevent the Minnesota Protests from Spiraling Nationwide,neither,right
53959,@PragerU,2,Joseph Schumpeter - Creative Destruction | Economic Game Changers | PragerU,neither,right
53961,@PragerU,1,Why Young Men Are Falling for Fake Masculinity | Aaron Prager,neither,left
54030,@PragerU,1,Frédéric Bastiat—The Cost of Bad Ideas | Economic Game Changers | PragerU,neither,right
54050,@PragerU,2,"Inflation Crushed, a Senator's Legacy, Missouri's Flood Heroes | The Wrap Up | PragerU",neither,right
54058,@PragerU,2,The Hidden Side Effect of The Covid Lockdown Nobody Talks About | Dave Landau on American Recovery,neither,right
54075,@PragerU,2,America and France: A Tale of Two Revolutions | 5-Minute Videos | PragerU,neither,right
54165,@PragerU,2,Master Mentalist Lior Suchard on How Social Media Manipulates Your Mind | Real Talk | PragerU,neither,right
54196,@PragerU,2,Is the U.S. Military Out of Ammo? | Victor Davis Hanson,right,neither
54258,@PragerU,2,"Lunatic, Liar, or Lord? | Theological | PragerU",neither,right
54281,@PragerU,1,Is the Manosphere Winning Gen Z Men? Emily Austin Weighs In | The Brief | PragerU,neither,right
54298,@PragerU,2,Road to Liberty: Lafayette Comes to Help America | The White House Founders Museum | PragerU,neither,right
54332,@PragerU,2,Episode 7: Hurdles to Happiness | Master's Program | PragerU,neither,right
54749,@TimcastIRL,2,THEY WANT CUBA,neither,left
54901,@TimcastIRL,2,"Veteran CHARGED With LEAKING Military Secrets To Journalist, FBI Ain’t Playing",neither,right
54950,@TimcastIRL,1,"Fireball Sightings SURGE Amid Drones INVADING US Military Bases, Rumors It's ALIENS | Timcast IRL",neither,right
55039,@TimcastIRL,2,"AI Bots Are ONE SHOTTING Chinese Women, Birth Crisis WORSENS",neither,right
55471,@TimcastNews,2,MARKET COLLAPSE COMING And Gen Z Is CELEBRATING | Tim Pool,neither,right
55552,@TimcastNews,1,"Supergirl BOMBS With MISERABLE Box Office, Loses To MORBIUS And THE MARVELS",neither,right
55591,@TimcastNews,2,"Belfast HAS HAD ENOUGH, The IRISH Are RISING UP | Tim Pool",neither,right
55637,@TimcastNews,1,Matt Walsh SLAMMED For Attacking Race Swapped Helen Of Troy | Tim Pool,neither,right
56006,@AnthonyBrianLogan,2,Surrogate Mom SUED For $100k After REFUSING To Terminate Pregnancy!,neither,right
56045,@AnthonyBrianLogan,1,Thomas Massie LOSES In EPIC Fashion To Ed Gallrein In Kentucky Primary!,neither,right
56049,@AnthonyBrianLogan,2,"Did I Convince This ""Chud The Builder"" Supporter That He Was INCORRECT?",neither,left
56141,@AnthonyBrianLogan,2,"Dallas PD Release BODYCAM Of Jasmine Crockett's Security ""Mike King""!",neither,right
56209,@AnthonyBrianLogan,2,The Venezuelan Diaspora Finally Gets Justice (FULL BREAKDOWN),right,neither
56447,@DrSteveTurleyTV,1,Iran COLLAPSES as Regime Leader ASSASSINATED and President RESIGNS!!!,neither,right
56476,@DrSteveTurleyTV,2,Tucker’s Trump Meltdown Just Took a DARK TURN!!!,right,left
56485,@DrSteveTurleyTV,1,Trump Just ENDED Pope Leo's Career Over This Dispute!!!,right,neither
56552,@DrSteveTurleyTV,2,You Won’t BELIEVE The Iran VIDEO Trump Just POSTED!!!,right,neither
56635,@DrSteveTurleyTV,2,NFL NIGHTMARE! Ratings CRASH as Super Bowl LOSES BILLIONS!!!,neither,right
56775,@SaltyCracker,2,Jelly Roll Cries on TV After MAGA Backlash,neither,right
56931,@SaltyCracker,2,Black People Are Hunting Chud The Builder Thinking it's Self Defense,right,neither
56955,@SaltyCracker,2,Whoopi Goldberg & The View Says Trump Has Started the Draft,right,neither
56967,@SaltyCracker,2,I Hope This Dumb Chick Doesn't Get Killed For Clicks,neither,right
57067,@SaltyCracker,2,ICE Arrests New Orleans Police Recruit Who They Say is an Illegal Alien,neither,right
57088,@SaltyCracker,2,Maniac Who Terrorized a Church Is Concerned When People Follow Him,right,neither
57253,@TheQuartering,2,JOE ROGAN BLASTS MAGA,neither,left
57398,@TheQuartering,2,KARMELO ANTHONY TRIAL INSANITY,neither,right
57736,@TheQuartering,1,TESLA RAMS ICE IN MINNEAPOLIS WOMAN RIPPED FROM CAR AFTER!,neither,left
57952,@ActualJusticeWarrior,2,Black Voters SPIT ON Obama Library,neither,right
58016,@ActualJusticeWarrior,2,Seattle Mayor RUNS From Media,neither,right
58111,@ActualJusticeWarrior,2,Legal Eagle Is The WORST Lawyer On YouTube,right,neither
58154,@ActualJusticeWarrior,2,Chicago Judge STEALS Black War Hero's Retirement,neither,right
58209,@ActualJusticeWarrior,2,"Corrupt ""Super Mayor"" Goes MAGA",neither,left
58361,@Styxhexenhammer666,2,Rich Person Food is Hilarious,neither,left
58377,@Styxhexenhammer666,2,Melania Trumps Epstein Extravaganza,neither,left
58405,@Styxhexenhammer666,2,"Authorities"" Finally Search the Epstein Ranch: They Will Likely Find Nothing",neither,left
58432,@Styxhexenhammer666,2,BREAKING: Yet Another Attempt to Assassinate Trump at the Maralago,neither,right
58492,@Styxhexenhammer666,2,Iranians Accidentally Perform an Occult Ritual to Baal,neither,right
58719,@dineshdsouza,1,ANCIENT EVIL IS RETURNING—and America Opened the Door,right,neither
58720,@dineshdsouza,2,Are THEY Taking Over America?,right,neither
58725,@dineshdsouza,2,James Madison’s Plan to Stop Tyranny | Founding Fathers Series Part 4,neither,right
58755,@dineshdsouza,1,THE CANCER KILLING EUROPE,right,neither
58756,@dineshdsouza,2,DINESH: LIVE AT CPAC HUNGARY,neither,right
58760,@dineshdsouza,2,"REGIME CHANGE, TRUMP STYLE",neither,left
58763,@dineshdsouza,2,Dinesh D’Souza: “What’s So Great About America.” — A PragerU Profile,neither,right
58775,@dineshdsouza,1,HOUSE OF ISLAM Dinesh D’Souza Podcast Ep1238,right,neither
58779,@dineshdsouza,1,Dr. Frank Turek On Gen-Z Christian Revival,neither,right
58797,@dineshdsouza,1,FAMILY SECRETS Dinesh D’Souza Podcast Ep1231,neither,right
58844,@RebelNewsOnline,2,Documents reveal why the Canadian military was asking soldiers about 'extremist' hats,right,neither
59028,@RebelNewsOnline,2,Statistics Canada is hiding the truth,neither,right
59030,@RebelNewsOnline,1,Vaccine injury inquiry gains hundreds of stories as Canadians seek answers from Ottawa,right,neither
59062,@RebelNewsOnline,2,US Ambassador on rebuilding Canada-US relations and what makes America great,right,neither
59770,@RebelNewsOnline,2,Marco Rubio calls on Europe to step up during memorable Munich security speech,right,neither
59942,@RebelNewsOnline,1,Bank of Palestine rep insists they aren't funding Hamas,right,neither
60385,@LIVESNEAKO,1,Mohammed Hijab Intellectually Discombobulates an Israeli on Piers ,left,neither
60536,@LIVESNEAKO,2,Pathetic Propaganda Debunked.,right,neither
60546,@LIVESNEAKO,1,PBD is humiliating himself,left,neither
60566,@LIVESNEAKO,2,Jared Kushner is the new Jeffrey Epstein,neither,left
60770,@LIVESNEAKO,2,EPSTEIN Calls Us All “GOY” In Leaked Emails,neither,right
60924,@The_Crucible,1,Candace Owens' Ego May Have FINALLY Caught Up With Her...,left,neither
60934,@The_Crucible,1,Candace Owens' Steakhouse Story Just Took A BRUTAL Turn,neither,left
60968,@The_Crucible,2,Stew Peters FINALLY Shows Up… and Gets HUMILIATED,neither,left
60977,@The_Crucible,2,Secret X Debate: The Candace Owens Crowd Get DISMANTLED!,neither,left
61094,@The_Crucible,1,A Sewing-Circle Christian Tried Correcting My Language...,left,neither
61126,@The_Crucible,2,TikTok FemCon Tries Tone Policing Me and Rachel…,right,left
61130,@The_Crucible,2,Trump hasn't held to his Promises...,neither,left
61157,@JacksonHinkleOfficial,2,Yemen WIPED OUT Saudi Proxies in Major Offensive,left,neither
61217,@JacksonHinkleOfficial,2,IRAN WIPES OUT U.S. BASES IN HISTORIC STRIKES,left,neither
61247,@JacksonHinkleOfficial,2,THEO VON SNAPS AT JOE 'ZIO' ROGAN,left,neither
61270,@JacksonHinkleOfficial,1,CANDACE OWENS PROVES LAURA LOOMER FAKED JEWISH,neither,right
61338,@JacksonHinkleOfficial,2,IRAN'S MISSILES WIPED OUT EVERY ELITE U.S. RADAR,left,neither
61361,@JacksonHinkleOfficial,2,IRAN'S SECRET VICTORY WAR PLAN,left,neither
61408,@JacksonHinkleOfficial,2,TROOPS MOBILIZED TO DEFEND IRAN,left,neither
61441,@JacksonHinkleOfficial,1,CANDACE OWENS DROPS NUCLEAR KIRK TEXTS,right,neither
61641,@lonerboxlive,2,"Hamas Agrees To Disarm, Here's Why I'm Not Convinced",neither,right
61644,@lonerboxlive,1,Hasan Piker Accuses Chat of Defamation While Defaming Everyone Else,neither,right
61645,@lonerboxlive,1,Hasan Piker HUMILIATES HIMSELF While Trying To Rewrite the Holocaust,neither,right
61648,@lonerboxlive,1,Hasan and Cenk BANNED From the UK? (Multiple Meltdowns!),neither,right
61657,@lonerboxlive,2,"Taylor Lorenz Reacts to ""Pro-Israel"" Influencer Backlash",neither,left
61659,@lonerboxlive,1,Vaush Explains Lebanon (He Has No Idea What He’s Talking About),neither,right
61686,@lonerboxlive,2,"Israel Passes ""De-facto Annexation"" In The West Bank",neither,left
61697,@lonerboxlive,2,ICE Agent Caught On Hot Mic Saying THIS After Shooting?,left,neither
61699,@lonerboxlive,2,Asmongold Has Gone Full THIRD-WORLD WARLORD,left,neither
61712,@lonerboxlive,1,CANDACE OWENS BROKE TIM POOL (He Melts Down Live),left,neither
61848,@Xanderhal,1,The Greasiest Losers On Twitter Are Harassing This V-Tuber (Deme VS Chibi Reviews),left,neither
61852,@Xanderhal,1,The LAPD Shot Another Dog...,neither,left
61878,@Xanderhal,1,"The Rise Of ""WOKE 2.0"" Is Scaring Blaire White...",left,right
61923,@Xanderhal,2,The UK Police Just Did The Most BASED Thing EVER,neither,right
61935,@Xanderhal,2,Kaitlin Bennett Annoys People At Festivals For Content,left,neither
61945,@Xanderhal,2,LMAO! Donald Trump Just FIRED Pam Bondi And Replaced Her!,left,right
62138,@DailyDenims,2,DENIMS: Joe Rogan Comedy Takedown,left,neither
62158,@DailyDenims,2,DENIMS: U.S. Congressman Blames HasanAbi For Literally Everything,left,neither
62251,@DailyDenims,2,"DENIMS: Asmongold's ""Loneliness"" Copium Reaches Critical Mass",neither,left
62255,@DailyDenims,2,DENIMS: The Democratic Establishment is in SHAMBLES (NY Elections),left,neither
62291,@DailyDenims,2,DENIMS: DNC Chair Caught LYING About Their Election Report,neither,right
62302,@DailyDenims,1,"DENIMS: Shoe0nHead's Hasan ""Hit Piece"" is Pure Torture",left,neither
62354,@PiscoLitty,1,Insanely Bizarre DSA Debate Goes off the Rails FAST (FUNNY),neither,right
62369,@PiscoLitty,2,Right-Wing BREAKING POINTS Host PRESSED on the Future of MAGA,left,neither
62375,@PiscoLitty,2,Ethan Klein Doesn't Understand Free Speech,neither,right
62378,@PiscoLitty,2,"PF Jung: ""I WILL CAMPAIGN FOR TUCKER CARLSON In 2028""",neither,right
62380,@PiscoLitty,2,These Arguments Are DELUSIONAL... (Counterpoints DEFENDS Iran War),left,neither
62399,@PiscoLitty,2,ICE SHOOTING DEBATE GOES OFF THE RAILS (DELUSION ALERT),neither,right
62404,@PiscoLitty,1,3V1 DEBATE On Trump's Venezuela Invasion Is Unbelievable. . .,neither,left
62409,@TheSerfTimes,2,Joe Rogan and Tony Hinchcliffe get NUKED FROM ORBIT by Elephant Graveyard,left,neither
62420,@TheSerfTimes,1,Tony Hinchcliffe mocks woman's miscarriage,neither,left
62443,@TheSerfTimes,2,"Tim Dillon says DSA is too ""kill whitey""",neither,right
62538,@TheSerfTimes,1,Hasan VS Contrapoints (Has Breadtube SAPPED Leftist fans financially while building NOTHING?!),left,right
62539,@TheSerfTimes,2,Lauren Souther RETURNS... again (And TURNS against the right... also again),neither,right
62606,@TheSerfTimes,2,"Tim Pool debates Dave Smith after EMBARRASSING ""I am the boot!"" clip goes viral",left,neither
62617,@TheSerfTimes,2,Asmongold BETRAYS ICE and MAGA (because his audience did first),left,right
62637,@TheSerfTimes,2,Asmongold and Nick Fuentes become SOY NEOCONS,left,right
62769,@FreshFitMiami,1,Myron Tells Her She’s NOT the Prize… Then She WALKS OUT!,right,neither
62800,@FreshFitMiami,2,Myron Gives Her a Brutal Reality Check About Her Standards for Marriage!,right,neither
62802,@FreshFitMiami,1,The Panel Guesses What Percent of Women Actually Meet Basic Dating Standards!,right,neither
62824,@FreshFitMiami,1,Fresh & Fit’s Most HATEFUL Guest Gets Kicked Off Then Attacks a Woman!,neither,left
62961,@moreperfectunion,1,We Investigated Uber Again. It’s Worse Than Last Time.,neither,left
62983,@moreperfectunion,2,We Uncovered a Hidden Wealth Transfer in the SpaceX IPO. You're Holding the Bag.,left,neither
62991,@moreperfectunion,2,How Private Equity Destroyed Youth Sports,left,neither
63006,@moreperfectunion,2,‘America Last’: The True Cost Of Skyrocketing Gas Prices,left,neither
63007,@moreperfectunion,1,We Uncovered the Secret Scheme Trapping Americans in Car Loans,neither,left
63019,@moreperfectunion,2,Is Trump Right About Chicago? We Went To The Most Dangerous Parts To Find Out.,neither,right
63408,@JackCocchiarellaShow,2,This Leaked Call Should End His Term,left,neither
63794,@JackCocchiarellaShow,1,Massie Ruins Vance’s Life With Shock 2028 Announcement,left,neither
63811,@JackCocchiarellaShow,2,Trump Threatens Boebert As Her Resignation Calls Ruins Life,left,neither
63870,@JackCocchiarellaShow,2,Trump Rushed To Emergency Medical Visit As White House Doctor Tells All,left,neither
64325,@JackCocchiarellaShow,1,Trump Finally Turns On Bondi As All Hell Breaks Loose,left,neither
64362,@JackCocchiarellaShow,2,Marjorie Posts Epstein Bombshell After Trump Deletes File,left,neither
64663,@TheRealTabithaSpeaks,2,Trump Angry on Marine One and A Reflecting Pool Update…,neither,left
64836,@TheRealTabithaSpeaks,1,"During A Crisis, Talarico Supporters Flood Jasmine Crockett’s Phone Lines To Hold Her “Accountable!”",neither,right
64889,@TheRealTabithaSpeaks,2,"After The Harm He's Caused, Rapper Killer Mike Wants To Galvanize Black Voters",neither,right
64979,@TheRealTabithaSpeaks,2,"South Carolina, Down To The Front… Lindsey “Lady Bug” Has….",left,neither
