row_id,creator,title_raw,label_record,label_repeat
51682,@turningpointusa,Erika Kirk's Full Speech at the Make Heaven Crowded Tour 2026,neither,right
51707,@turningpointusa,Does Christianity Oppose Mass Deportation? | Nick Freitas vs. Student,right,neither
51720,@turningpointusa,Brandon Tatum Responds to a Student’s Toughest Abortion Questions,neither,right
51742,@turningpointusa,What the Early Church Can Teach Us Today | Benny Johnson at the This Is the Turning Point Tour,right,neither
51744,@turningpointusa,Have the Hard Conversations | Savannah Chrisley at the This Is the Turning Point Tour,right,neither
51749,@turningpointusa,What’s Really Behind the Fear of ICE | Nick Freitas,right,neither
51753,@turningpointusa,Why Jesus’ Resurrection Changes Everything | Charlie Kirk's Easter Message,right,neither
51791,@turningpointusa,When Does Life Begin? Charlie Kirk Debates Abortion and Moral Responsibility,neither,right
51979,@marklevinshow,The Most Appalling Supreme Court Opinion In Recent Memory,left,neither
52149,@marklevinshow,Mark Levin on Birthright Citizenship: History and Misconceptions,right,neither
52332,@marklevinshow,The Best Of Mark Levin - 12/31/25,right,neither
52445,@bbrettcooper,Polymarket Is Turning Wars Into A Casino,left,neither
52521,@theisabelbrown,Gen Z Hates Marriage and Kids... Or Do They?!,right,neither
52603,@theisabelbrown,Hollywood Is Destroying Our Favorite Movies,neither,right
52606,@theisabelbrown,What's Happening in Virginia Should Terrify America,neither,right
52657,@lizwheeler,Trump's BIG Opportunity With Spencer Pratt,neither,right
52669,@lizwheeler,3 Reasons Why Spencer Pratt Is WINNING,right,neither
52673,@lizwheeler,The REAL Reason the Pope Gave the Iranian Ambassador an Award,neither,right
52690,@lizwheeler,Chip Roy Explains How Republicans Can Pass the SAVE America Act,neither,right
52700,@lizwheeler,Suspicious Footage Just Before Epstein's Death Revealed!,right,neither
52830,@AndrewKlavan,Why Is Megyn Kelly Siding with Candace and Tucker?,right,neither
52872,@AndrewKlavan,Ep. 1280 - Inside the Conservative Mind,right,neither
52884,@AndrewKlavan,Why Communism Is the Oldest Idea in History,right,neither
52933,@AndrewKlavan,How Eliminating Ayatollah Khameini Will Change The Middle East w/Michael Doran,right,neither
52952,@AndrewKlavan,Why Immigration Enforcement Is Always Treated Like a Crisis,left,right
52964,@AndrewKlavan,My Hot Take On Trump's Accomplishments So Far,right,neither
52965,@AndrewKlavan,How Influencers Project Their Personal Crises Onto The Public w/Lauren Southern,right,neither
52971,@AndrewKlavan,Trump's One Flaw That Continues To Haunt MAGA,neither,left
53021,@RealAlexClark,America’s Kids Are Falling Behind: A Way Out For Teachers & Parents | Dr. Hutz Hertzberg,neither,right
53025,@RealAlexClark,Healing a Sick Culture Around a Table | Culture Apothecary x Grounded Wellness,right,neither
53049,@RealAlexClark,"Cancer, Cover-Ups & Chemical Immunity: Inside the Monsanto Papers with R. Brent Wisner, Esq",left,neither
53057,@RealAlexClark,Your Husband Or Son Is Watching Porn — Now What? | Emeal “E.Z.” Zwayne,right,neither
53109,@BlazeTV,Is the US Dollar Facing an Imminent Crisis? | Glenn Beck & Carol Roth,neither,right
53122,@BlazeTV,Why Young Men Are Giving Up on Modern Society,right,neither
53318,@BlazeTV,Austin Metcalf's Father REACTS to Karmelo Anthony Guilty Verdict | Jeff Metcalf Interview,neither,right
53547,@BlazeTV,The INCREDIBLE Story of How Christianity Inspires NASA Astronauts & Engineers,neither,right
53658,@BlazeTV,EXPLAINED: The INSANE Religious Beliefs Driving Iran's Apocalyptic Leaders,neither,right
53959,@PragerU,Joseph Schumpeter - Creative Destruction | Economic Game Changers | PragerU,right,neither
53961,@PragerU,Why Young Men Are Falling for Fake Masculinity | Aaron Prager,left,neither
54027,@PragerU,Should Billionaires Exist? | Man on the Street | PragerU,neither,right
54044,@PragerU,Adam Smith—The Father of Economics | Economic Game Changers | PragerU,neither,right
54075,@PragerU,America and France: A Tale of Two Revolutions | 5-Minute Videos | PragerU,right,neither
54165,@PragerU,Master Mentalist Lior Suchard on How Social Media Manipulates Your Mind | Real Talk | PragerU,right,neither
54258,@PragerU,"Lunatic, Liar, or Lord? | Theological | PragerU",right,neither
54262,@PragerU,Bryan Callen: Death of a Salesman by Arthur Miller | The Book Club | PragerU,neither,right
54281,@PragerU,Is the Manosphere Winning Gen Z Men? Emily Austin Weighs In | The Brief | PragerU,right,neither
54749,@TimcastIRL,THEY WANT CUBA,left,neither
54901,@TimcastIRL,"Veteran CHARGED With LEAKING Military Secrets To Journalist, FBI Ain’t Playing",right,neither
54950,@TimcastIRL,"Fireball Sightings SURGE Amid Drones INVADING US Military Bases, Rumors It's ALIENS | Timcast IRL",right,neither
55039,@TimcastIRL,"AI Bots Are ONE SHOTTING Chinese Women, Birth Crisis WORSENS",right,neither
55465,@TimcastNews,JOE ROGAN NAILS IT,neither,right
55471,@TimcastNews,MARKET COLLAPSE COMING And Gen Z Is CELEBRATING | Tim Pool,right,neither
55626,@TimcastNews,THIS IS HOW DEMOCRATS JUST LOST,neither,right
56585,@DrSteveTurleyTV,Drone Warfare UNLEASHED as Regime Troops VAPORIZED on Tehran Streets!!!,neither,right
56690,@DrSteveTurleyTV,Trump Is Doing Something HUGE with CUBA!!!,neither,right
56775,@SaltyCracker,Jelly Roll Cries on TV After MAGA Backlash,right,neither
56931,@SaltyCracker,Black People Are Hunting Chud The Builder Thinking it's Self Defense,neither,right
56935,@SaltyCracker,Man Attacks Subway Employee For Not Taking EBT Card,neither,right
56955,@SaltyCracker,Whoopi Goldberg & The View Says Trump Has Started the Draft,neither,right
56967,@SaltyCracker,I Hope This Dumb Chick Doesn't Get Killed For Clicks,right,neither
57455,@TheQuartering,Donald Trump RELEAES UFO Files! INSANE Transcripts & Holy Crap Incoming!  I The Quartering,neither,right
57616,@TheQuartering,Donald Trump Just FIRED Kristi Noam After EMBARASSING Department Of Homeland Security Scandal!,left,neither
57825,@TheQuartering,The Cops Are Covering This Up! Brown University Case Takes Another Bizarre Turn & New Video Released,neither,left
58154,@ActualJusticeWarrior,Chicago Judge STEALS Black War Hero's Retirement,right,neither
58340,@Styxhexenhammer666,Did China Attack Trump in 2020?,right,neither
58357,@Styxhexenhammer666,Happy tax dayHappy Tax Day! The US Tax System is Absurd,neither,right
58361,@Styxhexenhammer666,Rich Person Food is Hilarious,left,neither
58492,@Styxhexenhammer666,Iranians Accidentally Perform an Occult Ritual to Baal,right,neither
58507,@Styxhexenhammer666,The War on Pot Continues; Did Someone in the Alcohol Lobby Bribe the New York Times?,neither,left
58719,@dineshdsouza,ANCIENT EVIL IS RETURNING—and America Opened the Door,neither,right
58720,@dineshdsouza,Are THEY Taking Over America?,neither,right
58725,@dineshdsouza,James Madison’s Plan to Stop Tyranny | Founding Fathers Series Part 4,right,neither
58755,@dineshdsouza,THE CANCER KILLING EUROPE,neither,right
58757,@dineshdsouza,He Hasn’t Paid Income Tax in over 30 Years!,neither,left
58761,@dineshdsouza,Bannon’s Dark Secret,neither,left
58778,@dineshdsouza,CULTURE OF DISCRIMINATION Dinesh D’Souza Podcast Ep1237,neither,right
58779,@dineshdsouza,Dr. Frank Turek On Gen-Z Christian Revival,right,neither
58797,@dineshdsouza,FAMILY SECRETS Dinesh D’Souza Podcast Ep1231,right,neither
58844,@RebelNewsOnline,Documents reveal why the Canadian military was asking soldiers about 'extremist' hats,neither,right
59249,@RebelNewsOnline,Over 100 churches burned in Canada,neither,right
59770,@RebelNewsOnline,Marco Rubio calls on Europe to step up during memorable Munich security speech,neither,right
60381,@LIVESNEAKO,The Truth of Charlie Kirk - One Year Later,neither,right
60385,@LIVESNEAKO,Mohammed Hijab Intellectually Discombobulates an Israeli on Piers ,neither,left
60400,@LIVESNEAKO,Hassan Shibly & Xumas defend Jolani for Syria,neither,right
60546,@LIVESNEAKO,PBD is humiliating himself,neither,left
60678,@LIVESNEAKO,Is the Anti-Christ Arriving in the Iran War?,neither,right
60746,@LIVESNEAKO,Ghislane Maxwell PLEADS FIFTH on Epstein and Threatens Trump,neither,left
60920,@The_Crucible,Alex Jones ERUPTS When They Dismiss His Nuclear Warning,neither,right
60934,@The_Crucible,Candace Owens' Steakhouse Story Just Took A BRUTAL Turn,left,neither
60968,@The_Crucible,Stew Peters FINALLY Shows Up… and Gets HUMILIATED,left,neither
61039,@The_Crucible,Rachel HUMILIATES Brian Shapiro After SICK Comment,neither,left
61067,@The_Crucible,The Veil of Egalitarianism: A Debate with Jillian Michaels,neither,right
61111,@The_Crucible,Neo-Pagan's Worldview COLLAPSED After One Simple Question...,right,neither
61126,@The_Crucible,TikTok FemCon Tries Tone Policing Me and Rachel…,left,right
61157,@JacksonHinkleOfficial,Yemen WIPED OUT Saudi Proxies in Major Offensive,neither,left
61363,@JacksonHinkleOfficial,TUCKER CARLSON’S DIRE IRAN WARNING,neither,right
61627,@lonerboxlive,DEBUNKING Soypill's Claims Post-Debate,neither,right
61639,@lonerboxlive,Professor Dave TERRIFIED of Debating As He Deletes My Comments,neither,right
61641,@lonerboxlive,"Hamas Agrees To Disarm, Here's Why I'm Not Convinced",right,neither
61657,@lonerboxlive,"Taylor Lorenz Reacts to ""Pro-Israel"" Influencer Backlash",left,neither
61659,@lonerboxlive,Vaush Explains Lebanon (He Has No Idea What He’s Talking About),right,neither
61697,@lonerboxlive,ICE Agent Caught On Hot Mic Saying THIS After Shooting?,neither,left
61699,@lonerboxlive,Asmongold Has Gone Full THIRD-WORLD WARLORD,neither,left
61707,@lonerboxlive,Lonerbox Fact-Checks Viral Iran Clip And It’s EMBARRASSING (ft. iDubbbz & Anisa Jomha),neither,left
61743,@Xanderhal,Jake Lang Got Beat Up And Arrested After His Rally,neither,left
61899,@Xanderhal,Tim Pool Says He's Scared...,neither,left
61900,@Xanderhal,This Cop Got Caught Lying On Bodycam!,neither,left
61935,@Xanderhal,Kaitlin Bennett Annoys People At Festivals For Content,neither,left
61945,@Xanderhal,LMAO! Donald Trump Just FIRED Pam Bondi And Replaced Her!,right,left
61998,@Xanderhal,Fake News Is Getting Out Of Control,right,neither
62138,@DailyDenims,DENIMS: Joe Rogan Comedy Takedown,neither,left
62158,@DailyDenims,DENIMS: U.S. Congressman Blames HasanAbi For Literally Everything,neither,left
62251,@DailyDenims,"DENIMS: Asmongold's ""Loneliness"" Copium Reaches Critical Mass",left,neither
62255,@DailyDenims,DENIMS: The Democratic Establishment is in SHAMBLES (NY Elections),neither,left
62299,@DailyDenims,"DENIMS: Why ""Gen Z Puritans"" Are Ruining the Internet",neither,right
62311,@DailyDenims,DENIMS: Tucker Carlson Goes FULL Mask-Off on The New York Times (Part 2),left,right
62325,@DailyDenims,DENIMS: Russell Brand is LOSING IT on Piers Morgan,neither,left
62341,@DailyDenims,"DENIMS: ""Trump Just Bullied Joe Rogan on Camera?!"" (Barron is Upset)",neither,left
62344,@DailyDenims,DENIMS: This is Actually Disgusting (Eric Swalwell Allegations),neither,right
62361,@PiscoLitty,Democrats WIN Court Packing Debate,left,neither
62362,@PiscoLitty,Congressional Candidate Vows to Impeach Trump - Interview of Jakeya Johnson,neither,left
62364,@PiscoLitty,HEATED Debate Panel on Court Packing makes @ponderingpolitics Join TRIGGERED!!!,neither,right
62369,@PiscoLitty,Right-Wing BREAKING POINTS Host PRESSED on the Future of MAGA,neither,left
62375,@PiscoLitty,Ethan Klein Doesn't Understand Free Speech,right,neither
62380,@PiscoLitty,These Arguments Are DELUSIONAL... (Counterpoints DEFENDS Iran War),neither,left
62399,@PiscoLitty,ICE SHOOTING DEBATE GOES OFF THE RAILS (DELUSION ALERT),right,neither
62404,@PiscoLitty,3V1 DEBATE On Trump's Venezuela Invasion Is Unbelievable. . .,left,neither
62406,@PiscoLitty,Why Trump Has No Good Options for Epstein Files,neither,left
62409,@TheSerfTimes,Joe Rogan and Tony Hinchcliffe get NUKED FROM ORBIT by Elephant Graveyard,neither,left
62503,@TheSerfTimes,How Asmongold and others are actively making the internet a WORSE place to be,left,neither
62538,@TheSerfTimes,Hasan VS Contrapoints (Has Breadtube SAPPED Leftist fans financially while building NOTHING?!),right,neither
62589,@TheSerfTimes,Ultimate contrarian Michael Tracey DEFENDS Epstein,neither,left
62788,@FreshFitMiami,Fresh & Fit EXPOSE Women’s Insane Standards After Drake’s Viral Giveaway!,right,neither
62809,@FreshFitMiami,"Who Has It Easier In Life, Men Or Women? Myron Makes The Entire Panel Crash Out!",neither,right
62819,@FreshFitMiami,The Dark Truth About Female Attraction Gets Exposed In REAL TIME!,right,neither
62961,@moreperfectunion,We Investigated Uber Again. It’s Worse Than Last Time.,left,neither
62991,@moreperfectunion,How Private Equity Destroyed Youth Sports,neither,left
63006,@moreperfectunion,‘America Last’: The True Cost Of Skyrocketing Gas Prices,neither,right
63007,@moreperfectunion,We Uncovered the Secret Scheme Trapping Americans in Car Loans,left,neither
63794,@JackCocchiarellaShow,Massie Ruins Vance’s Life With Shock 2028 Announcement,neither,left
63811,@JackCocchiarellaShow,Trump Threatens Boebert As Her Resignation Calls Ruins Life,neither,left
63870,@JackCocchiarellaShow,Trump Rushed To Emergency Medical Visit As White House Doctor Tells All,neither,left
64663,@TheRealTabithaSpeaks,Trump Angry on Marine One and A Reflecting Pool Update…,left,neither
64742,@TheRealTabithaSpeaks,Democratic Socialists of America Is Following in the Footsteps of MAGA!,neither,left
64836,@TheRealTabithaSpeaks,"During A Crisis, Talarico Supporters Flood Jasmine Crockett’s Phone Lines To Hold Her “Accountable!”",right,neither
64889,@TheRealTabithaSpeaks,"After The Harm He's Caused, Rapper Killer Mike Wants To Galvanize Black Voters",right,left
65057,@TheRealTabithaSpeaks,They Are Now Publicly Complaining That The Trump Administration Is Not Paying Them,neither,right
65236,@PhillipScottPodcast,Black American Woman Recognized Immigrant Women Are Calling Themselves Black All Of A Sudden,right,neither
65262,@PhillipScottPodcast,Sista Can't Understand Why Other Groups Have Disdain For Black Americans,right,neither
65265,@PhillipScottPodcast,Caribbean Woman Feels Delineation Is Erasing Her Community's Contributions In The Fight For Justice,neither,left
65316,@MrTariqNasheed,How Long Have Non-FBA Bed Wenches Been a Secret Threat?,right,neither
65376,@MrTariqNasheed,Why FBAs Are Putting Reparations Pressure On Democrats — Tariq Nasheed Explains,left,neither
65490,@MrTariqNasheed,Woman Is Mayo Mad At The Black Community For Canceling Destination Smokehouse,neither,left
65631,@MrTariqNasheed,Why Don't Black Americans Celebrate Kwanzaa?,right,neither
65726,@underthedesknews,"Widow Kirk on TPUSA Podcast, Catholicism, & The Women of MAGA",neither,right
65752,@underthedesknews,Epstein Class Accountability,left,neither
65761,@underthedesknews,What the H E L L is going on?? With Senator Gillibrand of NY ,neither,left
65763,@underthedesknews,What the HELL is going on with Venezuela?? Senator Mark Warner walks us through it all ,neither,left
65766,@underthedesknews,"Epstein Files, Venezuela Strikes & Healthcare - Rep Ansari brings us the truth from the Hill",left,neither
65943,@usefulidiots,CNN's Jake Tapper Humiliated for Zohran Mamdani Meltdown,left,right
65968,@usefulidiots,Israel SHOCK after Ben-Gvir Assault Caught on Camera ,left,neither
65987,@usefulidiots,"""Your Fault!"" : CNN Anchor Blames Dems for  White House Shooting",right,left
65989,@usefulidiots,Iran FORCES Israel Panic in Lebanon,left,neither
65997,@usefulidiots,Why Israel Is LOSING to Iran in Lebanon w/ Iranian Journalist Séamus Malekafzali,left,neither
66018,@usefulidiots,“Pathetic”: Iran Foreign Minister DESTROYS CBS Anchor on Trump Strikes,neither,left
66025,@usefulidiots,Iranian Journalist DESTROYS Pundit Celebrating Iran Girl School Killings,left,neither
66055,@usefulidiots,“Total Clusterf**k”: Iranian Journalist Destroys Media Lies About Iran Protests,left,neither
66069,@usefulidiots,Israel Accidentally EXPOSES Iran Missile Plot | Useful Idiots,right,neither
66072,@usefulidiots,"LEAKED Epstein ""Drawer of Photos"" – Trump Caught with Victims?",left,neither
66159,@thomhartmann,Why Are Insurance Giants Dumping Millions of Seniors?,neither,left
66259,@thomhartmann,I Didn't Realize How Sick America Was Making Me Until I Left It,neither,left
66549,@thomhartmann,Wholesale Inflation Surges as Gas Prices Soar,neither,right
66569,@thomhartmann,Trump Forced to Back Down After Saudi Pushback,left,neither
66609,@thomhartmann,ICE Is Going To Target You By Using This...,neither,left
66627,@thomhartmann,MAGA County Clerk Caught!,left,right
66784,@thomhartmann,How RFK is DESTROYING the Vaccine Market,neither,left
66796,@thomhartmann,Where Your Rights STOP and Start Being PRIVILEGES Handed Out by Those in Power,right,neither
66973,@SabbySabs,I'm CONVINCED Dana Bash Is An AGENT!,right,neither
67072,@SabbySabs,BREAKING! Ro Khanna CALLED OUT!,neither,right
67115,@SabbySabs,Candace Owens GOES OFF!,right,neither
67126,@SabbySabs,JD Vance TRIGGERS Trump Neocons,right,neither
67239,@SabbySabs,Erika Kirk Faces BACKLASH,left,neither
67248,@SabbySabs,Trump DISRESPECTS Candace Owens,neither,right
67402,@SabbySabs,Erika Kirk Family EXPOSED!,neither,left
67417,@SabbySabs,Nancy Mace FLIPS! Did She SEE The Epstein Paintings?,left,neither
67675,@DueDissidence,Adidas Faces BOYCOTT After Using IDF Soldier in 'SINGLE SHOE' Ad,neither,left
67788,@DueDissidence,Meta Accused of Using AI To LAY OFF Workers With Medical Conditions,left,neither
67838,@DueDissidence,Israel's ATTACKS on Lebanese Christians NO LONGER UNNOTICED,right,neither
67863,@DueDissidence,Freedom 250 Is Here,neither,right
68016,@DueDissidence,Kiriakou: Israelis Asked EVERY PRESIDENT To ATTACK Iran! - w/ Clint Russell,neither,left
68258,@DueDissidence,"Nick Shirley's Somali Fraud ""Exposé"" Goes MEGA VIRAL",left,right
68450,@thegrayzone7996,UFC champ arrested for criticizing Israel?,left,neither
68482,@thegrayzone7996,The Grayzone visits the Strait of Hormuz,neither,left
68520,@thegrayzone7996,Ecuador's indigenous Shuar resist extinction as push for minerals grows,neither,left
68529,@thegrayzone7996,Hillary Clinton clamors for more war in Munich,neither,right
68606,@GeopoliticalEconomyReport,"BRICS grows stronger: US threats unify China, India, Russia, as they challenge dollar system",neither,left
68610,@GeopoliticalEconomyReport,Why the world prefers China over the USA,left,neither
68624,@GeopoliticalEconomyReport,The REAL reason US Big Tech corporations fear China,neither,left
68626,@GeopoliticalEconomyReport,"It's official: Iran won the war, and the US lost. This is how",left,neither
68631,@GeopoliticalEconomyReport,The USA's crazy new plan to try to stop China,neither,left
68636,@GeopoliticalEconomyReport,Trump crosses China's red line: US sanctions on Iran backfire,neither,left
68638,@GeopoliticalEconomyReport,How the US uses oil as a geopolitical weapon,left,neither
68643,@GeopoliticalEconomyReport,Ceasefire proves Iran is winning the war. But it's not over. This is why,left,neither
68647,@GeopoliticalEconomyReport,The secret plan behind the war on Iran,left,neither
68657,@GeopoliticalEconomyReport,"USA is so desperate to stop China, it's trying to make new global coalition",left,neither
68660,@GeopoliticalEconomyReport,"Vietnam prepares for new war, as USA targets China",left,neither
68662,@GeopoliticalEconomyReport,The West's hypocrisy has been exposed to the whole world,neither,left
68683,@DannyHaiphongYT,"Iran just SMASHED US Attack, Epstein Class Trap BLOW UP | Dr. Foad Izadi",left,neither
68688,@DannyHaiphongYT,"Larry Johnson: Iran OBLITERATING US Bases, KIA Cover Up Just Got EXPOSED!",neither,left
68689,@DannyHaiphongYT,"Iran HITS Saudi Port in New Missile Attacks, US Army Getting SMOKED!",left,neither
68694,@DannyHaiphongYT,"Iran Just CRUSHED US Military, Trump’s Hormuz Attacks BLOW BACK | Larry Johnson",left,neither
68695,@DannyHaiphongYT,"Iran HITS US Warships & Drones, Trump’s 'Deal' Sets WW3 Trap | Brian Berletic",neither,left
68698,@DannyHaiphongYT,"Iran DESTROYS US & Israel in Next Attack, All Out War ENDS IT ALL | Mohammad Marandi",left,neither
68699,@DannyHaiphongYT,CONFIRMED: Iranian F-5 SMASHES US Base in Kuwait as Iran FLAUNTS Trump’s Demands,neither,left
68703,@DannyHaiphongYT,"Mohammad Marandi: 'BOUNTY on My Head', Iran WIPES OUT Israel & Gulf Oil if US Invades Kharg Island",neither,left
68705,@DannyHaiphongYT,"Scott Ritter: Trump Sends 2,500 Marines into Iran’s Kharg Island Death Trap, US Bases WIPED OUT",neither,left
68714,@DannyHaiphongYT,Pepe Escobar: Trump in PANIC! Iran just UNLEASHED Russia & China's WW3 Strategy,neither,left
68716,@DannyHaiphongYT,"Scott Ritter: Iran's Missile Power STUNS Trump, US Navy Left DEFENSELESS",neither,left
68717,@DannyHaiphongYT,Iran's Missiles will WIPE OUT Tel Aviv & Gulf States if US Starts War | Ali Alizadeh,neither,left
68721,@DannyHaiphongYT,"Scott Ritter: Trump HUMILIATED, Putin’s Oreshnik Missile Destroys CIA Coup",left,neither
68739,@DannyHaiphongYT,WW3 Bombshell: Israel’s HIDDEN Hand in Venezuela | Prof Jiang Xueqin,neither,left
69041,@judgingfreedom,Why Diplomacy Has Failed: Alastair Crooke on the Current Crisis,neither,left
69056,@judgingfreedom,Col. Lawrence Wilkerson: The Real Cost of American Intervention,left,neither
69175,@judgingfreedom,Iran's Ballistic Missiles Hit Jordan Base: Here's What The US Won't Tell You,left,neither
69206,@judgingfreedom,The Real Reason Behind NATO's Provocative Posturing,left,neither
69218,@judgingfreedom,The Gonzalo Lira Case: US Government Accountability at the ICC,neither,left
69234,@judgingfreedom,Robert Kennedy Reflects on the Nation We've Lost,right,neither
69284,@judgingfreedom,Matt Hoh : Plan B to Overthrow Iran? Judge Napolitano Explains Why It Won't Work,neither,left
69306,@judgingfreedom,Matthew Hoh: How The Government Lied To Us About The Wars,left,neither
69311,@judgingfreedom,Is U S  Policy Designed to Aid Israel  ?,neither,left
69316,@judgingfreedom,TUCKER: I'm Rooting for Tulsi,neither,right
69318,@judgingfreedom,"TUCKER:   Laura Loomer, Lindsey Graham, Mike Huckabee - TRUE EXTREMISM",right,neither
70024,@LeverNews,Dan Osborn Knows Why Democrats Keep Losing Nebraska,left,neither
70028,@LeverNews,The Billionaire Building Democrats’ New Machine | Lever Time,neither,left
70032,@LeverNews,"DSA-Backed Oliver Larkin Is Coming For A ""DeSantis Democrat""",neither,left
70046,@LeverNews,Abdul El-Sayed’s Plan to Take AI Away From Big Tech,left,neither
70051,@LeverNews,Why Wouldn’t Sen. Hickenlooper Debate His Challenger?,right,neither
70055,@LeverNews,Hawaii Is Overturning Citizens United | Lever Time,left,neither
70058,@LeverNews,The Tech Billionaires Trying To Remake The Democratic Party,neither,left
70064,@LeverNews,The Untouched Power That Could Stop The Iran War | Master Plan,neither,left
70090,@LeverNews,What Tech Wants: God In The Machine | Lever Time,neither,left
70095,@LeverNews,Are We Trapped In Meaningless Jobs? | Lever Time,neither,left
70310,@DemocracyNow,Report from Tehran: Millions Attend Ali Khamenei's Funeral Amid Widespread Sense of Victory in War,neither,left
70495,@DemocracyNow,Public Access TV at Risk: Cable Giants Threaten to Cut Funds for Local Stations Across U.S.,neither,left
70783,@DemocracyNow,"""Leave Our City Now"": Minneapolis Residents March as Part of National Strike Against ICE",neither,left
70901,@DemocracyNow,Rep. Ro Khanna Urges Contempt Charges over AG Bondi's Epstein Redactions,left,neither
70925,@doomscrollpodcast,Bhaskar Sunkara: What is Democratic Socialism? | Doomscroll,left,neither
70930,@doomscrollpodcast,Claire Valdez: Millennial Socialism | Doomscroll,left,neither
70938,@doomscrollpodcast,David Adler: Inside an Israeli Prison | Doomscroll,neither,left
70957,@DylanBurnsLIVE,Debating Socialist on DSA and Ukraine,right,neither
70958,@DylanBurnsLIVE,Progressive Victory vs Hasan vs The Left,neither,left
70962,@DylanBurnsLIVE,Man with Totenkopf Tattoo Not Electable,neither,left
70999,@DylanBurnsLIVE,Reacting to Shawn Ryan's Worst Ukraine Video w/UkrainianAna,left,neither
71037,@DylanBurnsLIVE,Will Kat Abughazaleh's Endorsement Momentum be Enough?,neither,left
71047,@DylanBurnsLIVE,Pro-Ukraine Progressive Targeted over Supporting Taiwan,neither,left
71063,@DylanBurnsLIVE,Is Gavin Newsom Worth Voting 3rd Party?,left,neither
71261,@marclamonthillnetwork,Marc Lamont Hill Questions Ish and Ice from Joe Budden Podcast about their Conspiracy Theories,left,neither
71313,@marclamonthillnetwork,"Marc Lamont Hill on China's Anti-Black ""Natasha Doll"" Trend Going Viral.. Fueling a National Boycott",left,neither
71400,@marclamonthillnetwork,Marc Lamont Hill on Trump Freezing Minnesota Medicaid,neither,left
71406,@marclamonthillnetwork,"Marc Lamont Hill on Epstein Ranch, Les Wexner Deposition & UN “Crimes Against Humanity” Warning",neither,left
71656,@Tim_Black,Roland Martin Exposed Part 3: How Democratic Gatekeepers Betrayed Black Women,neither,left
71703,@Tim_Black,Austin Metcalf's Father Called Karmelo Anthony a Watermelon Felon — And Proved Us Right,right,left
71790,@Tim_Black,Roland Martin to Black People: ‘SHUT THE HELL UP’ About Mass Incarceration!,neither,right
71832,@Tim_Black,She Broke Every Black Conservative Stereotype In 60 Seconds — Tim Black Reacts | The Tim Black Show,right,neither
71869,@Tim_Black,Their Pain Is Brand New  Ours Is Background Noise,left,neither
71876,@Tim_Black,Shaboozey's Apology Gets It Wrong AGAIN — Stop Erasing Black Americans,neither,left
71963,@OwenJonesTalks,Andy Burnham U-TURNS On His Promises,right,neither
72063,@OwenJonesTalks,Starmer CRUSHED As Greens SURGE,left,neither
72083,@OwenJonesTalks,Jewish. Iranian. Anti-War. Meet Etan Mabourakh,neither,left
72113,@OwenJonesTalks,Iranian-American DESTROYS the Pro-War Lies About Iran,left,neither
72150,@OwenJonesTalks,Monarchy Support COLLAPSES In Bombshell Poll - As Epstein Scandal EXPOSES Truth,neither,left
72156,@OwenJonesTalks,Epstein DESTROYS Starmer - Mandelson Scandal EXPOSES Rotten Government,neither,right
72158,@OwenJonesTalks,Labour In MELTDOWN Over Greens: Farage Faces By-Election RECKONING,right,neither
72199,@DoubleDownNews,Palantir’s Deepest DARKEST Secret EXPOSED,left,neither
72219,@DoubleDownNews,Tommy Robinson & Israel. IT'S WORSE Than You Think,left,neither
72220,@DoubleDownNews,WHAT REALLY HAPPENED: Tommy Robinson March vs. Palestine Protests (Raw Footage),right,neither
72221,@DoubleDownNews,The Interview Keir Starmer Doesn’t Want You to See #NEWSWATCH 2,right,neither
72222,@DoubleDownNews,"EXPOSED: Tommy Robinson, Israel & The Metropolitan Police SCANDAL",left,neither
72241,@DoubleDownNews,"Starmer, Mandelson & Mossad - it’s worse than you think",neither,left
72243,@DoubleDownNews,"Epstein, Trump & Mossad - it's worse than you think",neither,left
72255,@PoliticsJOE,"UK's bombshell U-Turn on Israeli ""terrorist"" settlements in Palestine",left,neither
72338,@PoliticsJOE,The establishment are making antisemitism WORSE | Norman Finkelstein,neither,left
72470,@PoliticsJOE,Housing lobbyists own the Labour Government | Select Commitee,left,neither
72571,@PoliticsJOE,American Ambassador defends Trump's Venezuela invasion at UN,neither,left
72582,@PoliticsJOE,Labour Minister slates Tories for failing grooming gang victims,left,neither
72645,@TheJoyReidShow,California AG to the Ellisons: See You In Court! | The Joy Reid Show,left,neither
72705,@TheJoyReidShow,Here's What You Missed If You Missed TJRS LIVE in NYC | The Joy Reid Show LIVE,neither,left
72820,@TheJoyReidShow,The TJRS Lunch With Zohran Mamdani | The Joy Reid Show,left,neither
73007,@TheDonLemonShow,LEMON DROP - The Rats Are Jumping Ship! With Mike Nellis,neither,left
73020,@TheDonLemonShow,LEMON DROP - Beware The Rise Of The Digital Black Sellout!,left,right
73115,@TheDonLemonShow,LEMON DROP | The Pressure on Trump Is Building Fast,left,neither
73212,@TheDonLemonShow,HOT TAKES! - IRAN ALERT: Donald Trump Is Underestimating The Enemy!,right,neither
73297,@TheDonLemonShow,LEMON DROP | How Democrats Plan to Stop ICE!,right,neither
73818,@jimacosta,Can we just outlast this moment? My challenge to everybody on this July 4th. Happy birthday America!,left,neither
73844,@jimacosta,Molly Jong-Fast: This Is Bigger Than Scott Pelley,neither,left
