term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,weight
building,collapses,24.00000,0.89229,26.89699,24.82922,0.00000,5.00000,4.74937
jesse,rev,31.00000,1.54909,20.01170,24.79834,0.00000,9.00000,4.32277
fauci,contempt,30.00000,1.57516,19.04571,24.79775,0.00000,13.00000,4.25139
chinese,xi jinping,60.00000,5.45738,10.99429,24.79580,0.00000,9.00000,3.45868
takes,stage,30.00000,1.35742,22.10083,24.78840,0.00000,9.00000,4.46603
secretary,pete,45.00000,2.98972,15.05159,24.78149,0.00000,11.00000,3.91184
press,joint,102.00000,13.54438,7.53080,24.78077,0.00000,7.00000,2.91280
summit,trump-xi,92.00000,12.65002,7.27272,24.76566,0.00000,10.00000,2.86249
charlie,robinson,52.00000,4.48347,11.59817,24.76150,0.00000,11.00000,3.53583
epstein,pam,84.00000,10.50332,7.99747,24.76104,0.00000,14.00000,2.99954
epstein,pam bondi,84.00000,10.50332,7.99747,24.76104,0.00000,14.00000,2.99954
matt,walsh,22.00000,0.81604,26.95940,24.75523,0.00000,6.00000,4.75272
flood,flash,69.00000,7.06857,9.76152,24.75343,0.00000,11.00000,3.28711
obama,presidential,37.00000,2.30162,16.07566,24.75226,0.00000,11.00000,4.00681
launches,rocket,44.00000,2.90075,15.16847,24.74754,0.00000,11.00000,3.92300
shooting,austin,21.00000,0.70045,29.98075,24.73078,0.00000,9.00000,4.90596
china,xi jinping,137.00000,25.43380,5.38653,24.70998,0.00000,12.00000,2.42936
south carolina,darline,26.00000,1.06905,24.32072,24.69932,0.00000,10.00000,4.60411
airport,plane,53.00000,4.16887,12.71326,24.69736,0.00000,12.00000,3.66826
scotus,ruling,29.00000,1.32894,21.82191,24.69325,0.00000,10.00000,4.44771
hillary clinton,deposition,40.00000,2.60915,15.33064,24.68958,0.00000,11.00000,3.93835
putin,russian,258.00000,69.41147,3.71696,24.68900,0.00000,8.00000,1.89413
earthquake,death toll,38.00000,2.24016,16.96310,24.68574,0.00000,11.00000,4.08433
modi,visit,258.00000,70.60645,3.65406,24.68144,0.00000,5.00000,1.86950
drug,lord,21.00000,0.76089,27.59938,24.67142,0.00000,7.00000,4.78656
pay,price,24.00000,0.89276,26.88301,24.66936,0.00000,10.00000,4.74862
airport,laguardia,62.00000,5.95560,10.41038,24.66844,0.00000,14.00000,3.37995
kills,explosion,26.00000,1.04541,24.87063,24.64112,0.00000,9.00000,4.63637
china,jinping,139.00000,26.15817,5.31383,24.61953,0.00000,12.00000,2.40975
minnesota,walz,71.00000,7.38333,9.61625,24.61336,0.00000,12.00000,3.26547
war,hegseth,323.00000,103.65001,3.11626,24.61038,0.00000,14.00000,1.63981
killed,crash,73.00000,7.43823,9.81416,24.60032,0.00000,11.00000,3.29487
school,students,43.00000,2.78844,15.42080,24.59299,0.00000,10.00000,3.94681
hearing,fauci,58.00000,5.62165,10.31726,24.58319,0.00000,14.00000,3.36699
hearing,robinson,35.00000,1.96227,17.83653,24.58102,0.00000,9.00000,4.15676
shooting,gunman,47.00000,3.37986,13.90590,24.57778,0.00000,13.00000,3.79763
national,prayer,23.00000,0.85320,26.95748,24.53583,0.00000,9.00000,4.75261
case,nancy,184.00000,44.72955,4.11361,24.48010,0.00000,8.00000,2.04041
epstein,ties,81.00000,9.90984,8.17369,24.46832,0.00000,16.00000,3.03099
crisis,fuel,83.00000,9.52340,8.71538,24.44521,0.00000,10.00000,3.12356
pentagon,releases,37.00000,2.09116,17.69354,24.43664,0.00000,10.00000,4.14515
pm,visit,286.00000,84.31843,3.39190,24.43203,0.00000,7.00000,1.76210
iran,gulf,431.00000,175.81488,2.45144,24.43089,0.00000,15.00000,1.29363
faces,questions,65.00000,6.01445,10.80730,24.42937,0.00000,14.00000,3.43393
keir starmer,british,29.00000,1.36513,21.24342,24.42915,0.00000,6.00000,4.40894
africa,ebola,54.00000,4.40118,12.26943,24.40225,0.00000,10.00000,3.61700
keir,british,29.00000,1.36789,21.20052,24.40075,0.00000,6.00000,4.40603
trump,threatens,475.00000,189.41858,2.50767,24.39166,0.00000,19.00000,1.32635
spain,migrant,42.00000,2.76473,15.19136,24.38844,0.00000,8.00000,3.92518
trump,tariff,268.00000,81.36398,3.29384,24.38608,0.00000,15.00000,1.71977
knicks,nba finals,41.00000,2.70470,15.15882,24.37324,0.00000,11.00000,3.92209
families,victims,27.00000,1.14756,23.52814,24.36964,0.00000,8.00000,4.55632
white house,hosts,68.00000,6.65493,10.21800,24.36222,0.00000,13.00000,3.35304
charlie,tyler,53.00000,4.79528,11.05254,24.34602,0.00000,12.00000,3.46631
th,july,72.00000,8.16709,8.81587,24.33776,0.00000,13.00000,3.14010
steve,kushner,20.00000,0.65556,30.50807,24.33112,0.00000,8.00000,4.93112
uk,mandelson,57.00000,5.23017,10.89831,24.32169,0.00000,8.00000,3.44603
karoline leavitt,press briefing,21.00000,0.71146,29.51661,24.31357,0.00000,8.00000,4.88346
starmer,resign,36.00000,2.15517,16.70405,24.30764,0.00000,10.00000,4.06213
earthquake,philippines,37.00000,2.23306,16.56919,24.28692,0.00000,10.00000,4.05043
allegations,assault,25.00000,1.00652,24.83809,24.28675,0.00000,10.00000,4.63448
nepal,shah,65.00000,6.64065,9.78819,24.27509,0.00000,5.00000,3.29104
artemis,ii astronauts,80.00000,10.73817,7.45006,24.26953,0.00000,12.00000,2.89725
carolina,darline,26.00000,1.10378,23.55540,24.26787,0.00000,10.00000,4.55799
georgia,runoff,20.00000,0.65667,30.45656,24.26330,0.00000,5.00000,4.92868
mexico,el,36.00000,2.04705,17.58629,24.26049,0.00000,9.00000,4.13638
house,press briefing,84.00000,9.88082,8.50132,24.25560,0.00000,11.00000,3.08769
war,ukraine,608.00000,271.13673,2.24241,24.25416,0.00000,20.00000,1.16505
georgia,father,23.00000,0.85456,26.91446,24.24884,0.00000,8.00000,4.75031
battle,blaze,22.00000,0.78544,28.00976,24.24864,0.00000,5.00000,4.80786
meeting,ministers,63.00000,5.84903,10.77101,24.23348,0.00000,7.00000,3.42908
center,san diego,42.00000,2.90572,14.45427,24.22240,0.00000,10.00000,3.85342
poll,finds,22.00000,0.78565,28.00220,24.21090,0.00000,5.00000,4.80747
guthrie,sheriff,111.00000,19.79797,5.60664,24.19972,0.00000,9.00000,2.48714
near,secret service,26.00000,1.08835,23.88929,24.19934,0.00000,9.00000,4.57829
plane,laguardia,38.00000,2.37969,15.96848,24.19844,0.00000,12.00000,3.99716
shows,bodycam,24.00000,0.94003,25.53101,24.19536,0.00000,8.00000,4.67418
secretary,testifies,43.00000,2.84022,15.13966,24.18042,0.00000,7.00000,3.92026
south carolina,darline graham,25.00000,1.03231,24.21761,24.16801,0.00000,10.00000,4.59798
air,jet,49.00000,3.62694,13.51000,24.16204,0.00000,10.00000,3.75596
minnesota,tim,48.00000,3.63690,13.19806,24.15721,0.00000,12.00000,3.72225
talks,progress,56.00000,4.74250,11.80811,24.14956,0.00000,12.00000,3.56171
ebola,kenya,30.00000,1.46051,20.54076,24.14296,0.00000,8.00000,4.36042
strike,drone,157.00000,30.00471,5.23251,24.11143,0.00000,12.00000,2.38750
day,patrick,32.00000,1.69676,18.85942,24.10983,0.00000,7.00000,4.23721
lawsuit,openai,23.00000,0.91860,25.03800,24.10872,0.00000,10.00000,4.64605
day,clancy,119.00000,20.61381,5.77283,24.07836,0.00000,10.00000,2.52928
secretary,karoline leavitt,30.00000,1.44745,20.72616,24.07070,0.00000,12.00000,4.37338
trial,zuckerberg,25.00000,1.04337,23.96078,24.04508,0.00000,11.00000,4.58260
center,diego,42.00000,2.94144,14.27872,24.03730,0.00000,10.00000,3.83580
service,member,20.00000,0.66260,30.18412,24.03229,0.00000,5.00000,4.91572
minister,keir starmer,72.00000,7.79315,9.23888,24.02722,0.00000,12.00000,3.20772
shooting,correspondents dinner,108.00000,17.58187,6.14269,24.02625,0.00000,14.00000,2.61887
minister,keir,72.00000,7.79868,9.23234,24.01602,0.00000,12.00000,3.20670
fuel,shortage,26.00000,1.10270,23.57848,24.01348,0.00000,11.00000,4.55940
ukraine,russian,297.00000,90.60508,3.27796,23.99320,0.00000,12.00000,1.71280
charlie,tyler robinson,50.00000,4.40762,11.34399,23.97530,0.00000,11.00000,3.50386
talks,delegation,59.00000,5.37995,10.96663,23.97526,0.00000,9.00000,3.45505
ceasefire,lebanon,179.00000,41.62223,4.30059,23.96254,0.00000,16.00000,2.10453
violence,el mencho,20.00000,0.67639,29.56857,23.96115,0.00000,7.00000,4.88599
troops,ground,44.00000,3.06584,14.35170,23.95976,0.00000,15.00000,3.84315
national,mall,21.00000,0.73426,28.60004,23.94530,0.00000,8.00000,4.83795
crash,cargo,31.00000,1.60074,19.36604,23.93606,0.00000,9.00000,4.27546
shows,aerial,29.00000,1.40980,20.57034,23.93286,0.00000,6.00000,4.36249
lincoln,conditions,24.00000,0.96968,24.75032,23.93211,0.00000,10.00000,4.62938
russian,vladimir putin,45.00000,3.24711,13.85850,23.92606,0.00000,5.00000,3.79270
russian,vladimir,46.00000,3.38762,13.57884,23.92189,0.00000,5.00000,3.76329
fed,rate,62.00000,5.98577,10.35790,23.92043,0.00000,8.00000,3.37266
kirk,robinson,57.00000,5.90481,9.65314,23.91962,0.00000,12.00000,3.27100
michigan,abdul,50.00000,4.15245,12.04109,23.88962,0.00000,13.00000,3.58989
moon,astronauts,77.00000,9.29619,8.28296,23.88883,0.00000,13.00000,3.05015
uss,conditions,24.00000,0.97492,24.61734,23.85974,0.00000,10.00000,4.62160
woman,agent,49.00000,3.83415,12.77989,23.85936,0.00000,13.00000,3.67580
starmer,britain,43.00000,2.94263,14.61277,23.85893,0.00000,5.00000,3.86916
congress,contempt,22.00000,0.81612,26.95677,23.85590,0.00000,11.00000,4.75258
iran,threatens,439.00000,178.36838,2.46120,23.84219,0.00000,17.00000,1.29936
karoline,press briefing,21.00000,0.73779,28.46355,23.84026,0.00000,8.00000,4.83104
violence,mencho,20.00000,0.68427,29.22831,23.81775,0.00000,7.00000,4.86929
hold,contempt,23.00000,0.88946,25.85850,23.81452,0.00000,7.00000,4.69257
crash,tiger woods,32.00000,1.72015,18.60303,23.80753,0.00000,8.00000,4.21747
texas,talarico,42.00000,2.89354,14.51508,23.80559,0.00000,9.00000,3.85948
talks,hold,145.00000,26.57596,5.45606,23.79098,0.00000,13.00000,2.44786
musk,sam,21.00000,0.75065,27.97587,23.78983,0.00000,8.00000,4.80611
pm,burnham,69.00000,7.50210,9.19742,23.78817,0.00000,7.00000,3.20123
carolina,darline graham,25.00000,1.06267,23.52557,23.78345,0.00000,10.00000,4.55616
white,hosts,68.00000,6.92503,9.81945,23.77913,0.00000,13.00000,3.29564
leaders,arrive,60.00000,5.53579,10.83856,23.76293,0.00000,5.00000,3.43810
election,wins,53.00000,4.36360,12.14594,23.74712,0.00000,12.00000,3.60240
secretary,karoline,30.00000,1.48360,20.22115,23.74153,0.00000,12.00000,4.33779
plane,landing,20.00000,0.68951,29.00595,23.73755,0.00000,7.00000,4.85828
nepal,flash,96.00000,14.67086,6.54358,23.72877,0.00000,10.00000,2.71008
hearing,tyler robinson,33.00000,1.86753,17.67040,23.72810,0.00000,9.00000,4.14326
strait of hormuz,open,82.00000,9.94541,8.24501,23.72724,0.00000,17.00000,3.04352
children,louisiana,20.00000,0.68151,29.34656,23.71345,0.00000,9.00000,4.87512
wildfire,burns,26.00000,1.15133,22.58261,23.70511,0.00000,8.00000,4.49714
noem,homeland,24.00000,0.99688,24.07521,23.70334,0.00000,9.00000,4.58948
allegations,misconduct,21.00000,0.76955,27.28869,23.70210,0.00000,6.00000,4.77023
lindsey graham,funeral,51.00000,4.41341,11.55569,23.69932,0.00000,11.00000,3.53053
trapped,cave,24.00000,1.02688,23.37170,23.68832,0.00000,7.00000,4.54669
fuel,airlines,26.00000,1.14005,22.80611,23.67658,0.00000,8.00000,4.51135
talks,switzerland,60.00000,5.67449,10.57364,23.66531,0.00000,12.00000,3.40240
prices,higher,46.00000,3.40191,13.52181,23.65034,0.00000,13.00000,3.75722
day,lindsay clancy,114.00000,19.61235,5.81267,23.64422,0.00000,10.00000,2.53920
america,lake ontario,35.00000,2.11751,16.52883,23.64404,0.00000,12.00000,4.04691
shooting,pretti,94.00000,14.29310,6.57660,23.64279,0.00000,14.00000,2.71734
east,coast,34.00000,1.91157,17.78646,23.61657,0.00000,8.00000,4.15271
attack,launches,135.00000,23.53406,5.73637,23.61502,0.00000,12.00000,2.52014
fauci,covid,68.00000,8.51500,7.98591,23.60684,0.00000,16.00000,2.99746
court,hearing,83.00000,10.07028,8.24208,23.60176,0.00000,13.00000,3.04301
shooting,correspondents,109.00000,18.46296,5.90371,23.59746,0.00000,14.00000,2.56162
iran,negotiations,219.00000,61.82917,3.54202,23.59490,0.00000,15.00000,1.82457
missiles,drones,97.00000,13.45145,7.21112,23.59180,0.00000,9.00000,2.85022
iran,attacks,559.00000,251.75427,2.22042,23.59171,0.00000,15.00000,1.15083
pentagon,pete hegseth,41.00000,2.74587,14.93153,23.59044,0.00000,9.00000,3.90029
launches,fresh,62.00000,5.87579,10.55177,23.58765,0.00000,6.00000,3.39941
debate,sparks,41.00000,2.81488,14.56544,23.58202,0.00000,8.00000,3.86448
crash,woods,32.00000,1.75177,18.26724,23.58159,0.00000,8.00000,4.19119
uk,parliament,80.00000,9.39355,8.51649,23.57877,0.00000,6.00000,3.09026
day,lindsay,114.00000,19.69015,5.78970,23.57252,0.00000,10.00000,2.53349
game,finals,38.00000,2.49626,15.22277,23.57124,0.00000,8.00000,3.92816
moon,rocket,34.00000,2.02369,16.80101,23.56436,0.00000,8.00000,4.07048
police,say,78.00000,9.01813,8.64924,23.56328,0.00000,10.00000,3.11257
ukrainian,zelenskyy,31.00000,1.61483,19.19706,23.55032,0.00000,5.00000,4.26281
school,shooter,25.00000,1.06417,23.49259,23.53739,0.00000,9.00000,4.55413
attorney general,nomination,24.00000,0.99806,24.04659,23.53707,0.00000,10.00000,4.58776
epstein,blanche,57.00000,5.37580,10.60308,23.52708,0.00000,11.00000,3.40641
michigan,abdul el-sayed,49.00000,4.11209,11.91608,23.51620,0.00000,13.00000,3.57484
press,addresses,148.00000,28.21578,5.24529,23.51431,0.00000,5.00000,2.39102
noem,homeland security,23.00000,0.93449,24.61231,23.51293,0.00000,8.00000,4.62131
kim,south korea,28.00000,1.32493,21.13321,23.50457,0.00000,6.00000,4.40144
president,delivers remarks,73.00000,8.31935,8.77472,23.49798,0.00000,7.00000,3.13335
hegseth,defense,55.00000,4.79234,11.47664,23.48504,0.00000,12.00000,3.52063
nation,address,39.00000,2.50316,15.58029,23.48219,0.00000,11.00000,3.96165
guthrie,ransom,95.00000,15.86066,5.98966,23.47868,0.00000,11.00000,2.58247
update,officials,46.00000,3.38931,13.57206,23.45662,0.00000,11.00000,3.76257
plan,unveils,42.00000,2.85092,14.73208,23.45650,0.00000,10.00000,3.88089
secretary,leavitt,35.00000,2.03348,17.21190,23.43638,0.00000,12.00000,4.10533
guilty,mangione,44.00000,3.36025,13.09426,23.43431,0.00000,10.00000,3.71086
spain,argentina,63.00000,6.31041,9.98351,23.42228,0.00000,13.00000,3.31955
cup,messi,82.00000,10.68172,7.67667,23.41196,0.00000,8.00000,2.94048
border patrol,bovino,24.00000,1.02526,23.40878,23.40260,0.00000,8.00000,4.54898
patrol,bovino,24.00000,1.02526,23.40878,23.40260,0.00000,8.00000,4.54898
missing,scientists,37.00000,2.48672,14.87901,23.40009,0.00000,6.00000,3.89521
game,nba finals,36.00000,2.28200,15.77565,23.39247,0.00000,8.00000,3.97963
supreme court,transgender,45.00000,3.53637,12.72492,23.38696,0.00000,8.00000,3.66958
home,return,47.00000,3.54968,13.24064,23.37240,0.00000,11.00000,3.72690
return,earth,37.00000,2.38003,15.54601,23.36708,0.00000,12.00000,3.95847
arrest,prince andrew,40.00000,2.80108,14.28022,23.34833,0.00000,9.00000,3.83595
trial,testimony,82.00000,11.68595,7.01697,23.34200,0.00000,8.00000,2.81085
doj,powell,40.00000,2.73985,14.59932,23.33343,0.00000,8.00000,3.86783
elon musk,openai,36.00000,2.37793,15.13924,23.33340,0.00000,11.00000,3.92022
sports,athletes,28.00000,1.37215,20.40586,23.30744,0.00000,9.00000,4.35091
visit,king charles,70.00000,8.45597,8.27818,23.30249,0.00000,14.00000,3.04931
la,spencer pratt,25.00000,1.68027,14.87852,23.29908,0.00000,11.00000,3.89516
york,nba,36.00000,2.22170,16.20383,23.28828,0.00000,10.00000,4.01826
media,trial,70.00000,7.77566,9.00245,23.28814,0.00000,13.00000,3.17032
hormuz,vessels,60.00000,6.07609,9.87477,23.28716,0.00000,10.00000,3.30375
president,meets,182.00000,40.54863,4.48844,23.28471,0.00000,13.00000,2.16621
court,appear,26.00000,1.18446,21.95092,23.27560,0.00000,12.00000,4.45621
graham,funeral,57.00000,5.56254,10.24712,23.26371,0.00000,12.00000,3.35715
near,border,62.00000,6.04042,10.26418,23.25172,0.00000,7.00000,3.35955
nasa,station,25.00000,1.11524,22.41675,23.25121,0.00000,8.00000,4.48651
trump,melania,167.00000,40.68064,4.10515,23.24042,0.00000,12.00000,2.03743
attack,terror,84.00000,10.66210,7.87837,23.23500,0.00000,12.00000,2.97790
visit,charles,70.00000,8.49739,8.23782,23.22046,0.00000,14.00000,3.04226
hormuz,traffic,52.00000,4.52978,11.47959,23.19866,0.00000,10.00000,3.52100
holds,press briefing,94.00000,13.13957,7.15396,23.18795,0.00000,11.00000,2.83874
killing,accused,32.00000,1.74928,18.29322,23.18383,0.00000,8.00000,4.19324
pentagon,pete,42.00000,2.96483,14.16606,23.16481,0.00000,9.00000,3.82437
man,accused,41.00000,2.80371,14.62346,23.15995,0.00000,6.00000,3.87021
world cup,messi,81.00000,10.64358,7.61022,23.14215,0.00000,8.00000,2.92794
greenland,danish,63.00000,6.87171,9.16802,23.13902,0.00000,13.00000,3.19661
race,mayoral,20.00000,0.72604,27.54678,23.12960,0.00000,8.00000,4.78381
secretary,defense,47.00000,3.63227,12.93958,23.12933,0.00000,15.00000,3.69372
beijing,robot,24.00000,1.02621,23.38712,23.12804,0.00000,7.00000,4.54764
fans,stadium,39.00000,2.65898,14.66726,23.12549,0.00000,7.00000,3.87453
hezbollah,beirut,34.00000,2.01479,16.87523,23.11867,0.00000,7.00000,4.07684
national,memorial,40.00000,2.68559,14.89430,23.11773,0.00000,6.00000,3.89669
russia,kyiv,302.00000,100.52843,3.00413,23.09099,0.00000,10.00000,1.58695
la,spencer,25.00000,1.69708,14.73119,23.09046,0.00000,11.00000,3.88080
saudi,uae,76.00000,8.95797,8.48407,23.08908,0.00000,7.00000,3.08476
kirk,tyler,56.00000,6.03151,9.28457,23.08614,0.00000,13.00000,3.21484
hearing,tyler,34.00000,2.06990,16.42595,23.08033,0.00000,9.00000,4.03791
ahead,midterms,45.00000,3.37052,13.35105,23.07975,0.00000,11.00000,3.73888
anthropic,openai,35.00000,2.24954,15.55873,23.04899,0.00000,7.00000,3.95965
arrest,woods,22.00000,0.88538,24.84803,23.04036,0.00000,6.00000,4.63506
crash,amazon,29.00000,1.50779,19.23346,23.02795,0.00000,9.00000,4.26555
rally,thousands,45.00000,3.36082,13.38960,23.02407,0.00000,7.00000,3.74304
doj,epstein files,52.00000,4.65554,11.16948,23.01222,0.00000,11.00000,3.48149
fifa,spain,102.00000,15.82469,6.44562,23.00809,0.00000,10.00000,2.68832
texas,ken paxton,35.00000,2.21691,15.78775,22.99515,0.00000,9.00000,3.98073
spain,migrants,42.00000,3.06212,13.71598,22.99463,0.00000,12.00000,3.77779
fed,inflation,70.00000,7.89529,8.86604,22.97348,0.00000,10.00000,3.14829
defense,pete,32.00000,1.78197,17.95764,22.96710,0.00000,11.00000,4.16653
federal,chair,46.00000,3.58690,12.82443,22.96659,0.00000,13.00000,3.68082
thousands,flee,22.00000,0.86330,25.48356,22.96101,0.00000,8.00000,4.67149
protest,anti-ice,22.00000,0.87150,25.24379,22.95482,0.00000,9.00000,4.65786
world cup,england,86.00000,11.91766,7.21618,22.93716,0.00000,10.00000,2.85124
defense,pete hegseth,31.00000,1.68482,18.39963,22.91882,0.00000,11.00000,4.20160
elon,openai,36.00000,2.45033,14.69192,22.90753,0.00000,11.00000,3.87695
russian,kyiv,152.00000,31.21487,4.86947,22.89779,0.00000,10.00000,2.28377
cup,england,86.00000,11.94780,7.19798,22.89572,0.00000,10.00000,2.84759
sparks,backlash,31.00000,1.67392,18.51942,22.88325,0.00000,9.00000,4.21097
lindsey,funeral,51.00000,4.67225,10.91550,22.88122,0.00000,11.00000,3.44831
crash,tiger,32.00000,1.84486,17.34546,22.85457,0.00000,8.00000,4.11649
crew,space,61.00000,6.42884,9.48850,22.85357,0.00000,12.00000,3.24618
missile,kyiv,102.00000,15.54217,6.56279,22.85045,0.00000,7.00000,2.71431
california,newsom,28.00000,1.40663,19.90571,22.84451,0.00000,10.00000,4.31511
epstein,probe,64.00000,6.84123,9.35504,22.84070,0.00000,12.00000,3.22574
outbreak,cruise,58.00000,5.86430,9.89035,22.83697,0.00000,13.00000,3.30602
storm,flights,29.00000,1.51152,19.18603,22.83471,0.00000,8.00000,4.26198
plot,ufc,28.00000,1.46234,19.14744,22.83339,0.00000,7.00000,4.25908
space,rocket,22.00000,0.87436,25.16134,22.83150,0.00000,7.00000,4.65314
don lemon,church,20.00000,0.75961,26.32915,22.81815,0.00000,9.00000,4.71859
lemon,church,20.00000,0.75961,26.32915,22.81815,0.00000,9.00000,4.71859
deal,framework,43.00000,3.34225,12.86559,22.81571,0.00000,12.00000,3.68545
murder,double,28.00000,1.40408,19.94187,22.81470,0.00000,6.00000,4.31773
peace,proposal,44.00000,3.30741,13.30346,22.79657,0.00000,12.00000,3.73373
supreme,transgender,45.00000,3.71253,12.12111,22.78411,0.00000,8.00000,3.59945
agent,shoots,25.00000,1.14860,21.76562,22.78072,0.00000,11.00000,4.44398
dr,ebola,34.00000,2.12027,16.03566,22.77135,0.00000,7.00000,4.00321
supreme court,voting rights,22.00000,0.90935,24.19308,22.77110,0.00000,8.00000,4.59652
media,brief,31.00000,1.70183,18.21570,22.77012,0.00000,5.00000,4.18711
election,afd,23.00000,0.97934,23.48521,22.76977,0.00000,7.00000,4.55368
want,doesn't,20.00000,0.73676,27.14593,22.76492,0.00000,11.00000,4.76266
fifa,fans,89.00000,12.69394,7.01122,22.76220,0.00000,8.00000,2.80967
kirk,tyler robinson,54.00000,5.81079,9.29306,22.76043,0.00000,12.00000,3.21615
officials,testify,37.00000,2.38697,15.50079,22.73935,0.00000,11.00000,3.95427
jesse jackson,civil rights,25.00000,1.21073,20.64866,22.73169,0.00000,11.00000,4.36798
senate,paxton,43.00000,3.32973,12.91397,22.71876,0.00000,9.00000,3.69086
crisis,migrant,50.00000,4.38876,11.39273,22.71838,0.00000,9.00000,3.51004
center,san,42.00000,3.22616,13.01857,22.69472,0.00000,10.00000,3.70250
school,georgia,31.00000,1.72093,18.01353,22.69066,0.00000,8.00000,4.17101
visits,site,24.00000,1.04349,22.99979,22.68651,0.00000,6.00000,4.52355
week,enters,24.00000,1.04304,23.00969,22.67040,0.00000,8.00000,4.52417
don,church,20.00000,0.76895,26.00939,22.65968,0.00000,9.00000,4.70096
artemis,earth,103.00000,18.96872,5.42999,22.62533,0.00000,13.00000,2.44095
team,hockey,24.00000,1.08766,22.06563,22.62531,0.00000,10.00000,4.46373
oil,supply,85.00000,11.81859,7.19206,22.61760,0.00000,11.00000,2.84641
rates,reserve,23.00000,0.98348,23.38631,22.60374,0.00000,9.00000,4.54759
act,voting,24.00000,1.07641,22.29629,22.60241,0.00000,8.00000,4.47873
obama,chicago,23.00000,1.03159,22.29570,22.59393,0.00000,9.00000,4.47869
space,spacex,35.00000,2.28534,15.31500,22.55878,0.00000,10.00000,3.93687
attorney,nomination,24.00000,1.07719,22.28026,22.55795,0.00000,10.00000,4.47769
state,tv,26.00000,1.25897,20.65175,22.54420,0.00000,6.00000,4.36819
game,nba,39.00000,2.83129,13.77465,22.53369,0.00000,9.00000,3.78394
iran,warns,653.00000,323.95133,2.01573,22.52294,0.00000,13.00000,1.01131
threats,tariff,41.00000,2.96601,13.82330,22.51926,0.00000,11.00000,3.78903
shooting,injured,56.00000,5.39839,10.37347,22.50988,0.00000,11.00000,3.37483
wildfire,firefighters,34.00000,2.11414,16.08218,22.49828,0.00000,5.00000,4.00739
murder,charged,38.00000,2.59307,14.65443,22.49726,0.00000,9.00000,3.87327
national,park,23.00000,0.97801,23.51718,22.48845,0.00000,10.00000,4.55564
leader,ayatollah,37.00000,2.46209,15.02790,22.48804,0.00000,9.00000,3.90957
big,announcement,40.00000,2.85936,13.98917,22.47783,0.00000,9.00000,3.80624
protesters,demand,46.00000,3.65646,12.58048,22.47764,0.00000,8.00000,3.65312
iran,hegseth,433.00000,182.63441,2.37086,22.47751,0.00000,15.00000,1.24541
world,final,189.00000,51.51866,3.66857,22.47014,0.00000,13.00000,1.87522
issues,ultimatum,31.00000,1.74245,17.79103,22.45304,0.00000,5.00000,4.15308
civil,jesse jackson,25.00000,1.23599,20.22665,22.45243,0.00000,11.00000,4.33819
talks,vance,159.00000,34.28124,4.63810,22.44911,0.00000,14.00000,2.21354
arrest,tiger woods,21.00000,0.84955,24.71897,22.44580,0.00000,6.00000,4.62755
canada,laguardia,29.00000,1.61027,18.00945,22.44361,0.00000,11.00000,4.17068
senate,graham,120.00000,22.91819,5.23601,22.44189,0.00000,17.00000,2.38847
iranian,tankers,37.00000,2.45363,15.07971,22.43274,0.00000,11.00000,3.91454
plan,peace,101.00000,15.43040,6.54552,22.43164,0.00000,14.00000,2.71051
rates,federal reserve,22.00000,0.91722,23.98547,22.42971,0.00000,9.00000,4.58409
texas,ken,35.00000,2.31289,15.13259,22.42225,0.00000,9.00000,3.91959
strikes,retaliatory,48.00000,4.14856,11.57028,22.41615,0.00000,10.00000,3.53235
elections,primary,41.00000,3.02081,13.57250,22.39651,0.00000,10.00000,3.76261
pm,andy burnham,55.00000,5.47734,10.04137,22.39312,0.00000,7.00000,3.32788
nolan wells,autopsy,20.00000,0.78656,25.42703,22.38013,0.00000,7.00000,4.66829
keir starmer,mandelson,30.00000,1.84978,16.21816,22.37541,0.00000,7.00000,4.01954
epstein files,pam,50.00000,4.54472,11.00177,22.37269,0.00000,11.00000,3.45966
epstein files,pam bondi,50.00000,4.54472,11.00177,22.37269,0.00000,11.00000,3.45966
forces,armed,21.00000,0.82822,25.35564,22.36695,0.00000,6.00000,4.66423
deadline,nears,20.00000,0.76475,26.15249,22.35536,0.00000,11.00000,4.70888
wells,autopsy,20.00000,0.78858,25.36189,22.34723,0.00000,7.00000,4.66459
says,won't,132.00000,25.69573,5.13704,22.34071,0.00000,15.00000,2.36094
arabia,houthis,43.00000,3.35054,12.83374,22.33768,0.00000,9.00000,3.68187
governor,walz,22.00000,0.91821,23.95953,22.32277,0.00000,8.00000,4.58253
price,hike,21.00000,0.83812,25.05601,22.32191,0.00000,7.00000,4.64708
supreme,voting rights,22.00000,0.94390,23.30747,22.32021,0.00000,8.00000,4.54272
nolan,autopsy,20.00000,0.79066,25.29523,22.31391,0.00000,7.00000,4.66079
concerns,safety,24.00000,1.07466,22.33269,22.31294,0.00000,6.00000,4.48109
america,ontario,37.00000,2.59451,14.26086,22.29852,0.00000,12.00000,3.83399
keir,mandelson,30.00000,1.86083,16.12186,22.29066,0.00000,7.00000,4.01095
ebola,cdc,21.00000,0.86932,24.15688,22.28173,0.00000,10.00000,4.59436
freedom,ufc,35.00000,2.63031,13.30642,22.27931,0.00000,12.00000,3.73405
modi,prime minister,128.00000,25.27521,5.06425,22.27168,0.00000,6.00000,2.34035
hearing,kirk,48.00000,4.57331,10.49568,22.26469,0.00000,9.00000,3.39172
