row_id,creator,lane,label,lexicon_class,n_left_words,n_right_words,fold
222398,@destinyhqclips,streamer_reaction,neither,neither,0,0,0
222400,@destinyhqclips,streamer_reaction,left,left,2,0,0
222401,@destinyhqclips,streamer_reaction,neither,neither,1,1,0
222402,@destinyhqclips,streamer_reaction,neither,neither,0,0,0
222405,@destinyhqclips,streamer_reaction,neither,neither,0,0,0
222411,@destinyhqclips,streamer_reaction,neither,neither,0,0,0
222412,@destinyhqclips,streamer_reaction,left,neither,0,0,0
222816,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
222829,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
222834,@HasanReactionsfanTwo,streamer_reaction,neither,left,2,1,0
222841,@HasanReactionsfanTwo,streamer_reaction,neither,neither,0,0,0
222846,@HasanReactionsfanTwo,streamer_reaction,left,left,2,1,0
222850,@HasanReactionsfanTwo,streamer_reaction,neither,neither,0,0,0
222852,@HasanReactionsfanTwo,streamer_reaction,left,right,0,1,0
222880,@HasanReactionsfanTwo,streamer_reaction,left,left,2,1,0
222895,@HasanReactionsfanTwo,streamer_reaction,neither,left,1,0,0
222898,@HasanReactionsfanTwo,streamer_reaction,left,neither,0,0,0
222908,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
222915,@HasanReactionsfanTwo,streamer_reaction,left,left,2,1,0
222920,@HasanReactionsfanTwo,streamer_reaction,neither,right,0,1,0
222922,@HasanReactionsfanTwo,streamer_reaction,left,neither,1,1,0
222943,@HasanReactionsfanTwo,streamer_reaction,left,left,3,0,0
222945,@HasanReactionsfanTwo,streamer_reaction,left,right,0,1,0
222946,@HasanReactionsfanTwo,streamer_reaction,left,right,0,1,0
222948,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
222966,@HasanReactionsfanTwo,streamer_reaction,neither,right,0,1,0
222967,@HasanReactionsfanTwo,streamer_reaction,left,left,2,0,0
222973,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
222974,@HasanReactionsfanTwo,streamer_reaction,left,left,2,0,0
222976,@HasanReactionsfanTwo,streamer_reaction,left,left,2,0,0
222983,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
222990,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
223008,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
223010,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
223014,@HasanReactionsfanTwo,streamer_reaction,left,right,0,1,0
223028,@HasanReactionsfanTwo,streamer_reaction,neither,left,2,0,0
223036,@HasanReactionsfanTwo,streamer_reaction,left,neither,0,0,0
223043,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
223062,@HasanReactionsfanTwo,streamer_reaction,left,left,2,0,0
223071,@HasanReactionsfanTwo,streamer_reaction,left,neither,0,0,0
223072,@HasanReactionsfanTwo,streamer_reaction,left,neither,1,1,0
223076,@HasanReactionsfanTwo,streamer_reaction,neither,left,1,0,0
223078,@HasanReactionsfanTwo,streamer_reaction,neither,neither,0,0,0
223080,@HasanReactionsfanTwo,streamer_reaction,neither,right,1,2,0
223089,@HasanReactionsfanTwo,streamer_reaction,neither,neither,1,1,0
223092,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
223095,@HasanReactionsfanTwo,streamer_reaction,neither,left,3,0,0
223097,@HasanReactionsfanTwo,streamer_reaction,left,right,0,1,0
223110,@HasanReactionsfanTwo,streamer_reaction,left,left,2,1,0
223118,@HasanReactionsfanTwo,streamer_reaction,neither,left,2,0,0
223119,@HasanReactionsfanTwo,streamer_reaction,neither,right,0,1,0
223121,@HasanReactionsfanTwo,streamer_reaction,neither,left,2,0,0
223129,@HasanReactionsfanTwo,streamer_reaction,left,left,2,0,0
223139,@HasanReactionsfanTwo,streamer_reaction,left,left,1,0,0
223148,@HasanReactionsfanTwo,streamer_reaction,neither,left,3,0,0
223153,@HasanReactionsfanTwo,streamer_reaction,neither,right,0,1,0
223155,@HasanReactionsfanTwo,streamer_reaction,left,left,2,1,0
223156,@HasanabiClips,streamer_reaction,neither,neither,0,0,0
223157,@HasanabiClips,streamer_reaction,neither,left,2,0,0
223158,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223159,@HasanabiClips,streamer_reaction,left,right,0,1,0
223160,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223161,@HasanabiClips,streamer_reaction,left,neither,1,1,0
223162,@HasanabiClips,streamer_reaction,neither,left,2,0,0
223163,@HasanabiClips,streamer_reaction,left,left,2,0,0
223164,@HasanabiClips,streamer_reaction,neither,left,3,0,0
223165,@HasanabiClips,streamer_reaction,left,left,2,0,0
223176,@HasanabiClips,streamer_reaction,neither,neither,1,1,0
223189,@HasanabiClips,streamer_reaction,right,left,3,1,0
223190,@HasanabiClips,streamer_reaction,left,left,1,0,0
223194,@HasanabiClips,streamer_reaction,left,left,2,0,0
223213,@HasanabiClips,streamer_reaction,neither,right,1,2,0
223218,@HasanabiClips,streamer_reaction,neither,left,2,0,0
223231,@HasanabiClips,streamer_reaction,neither,neither,1,1,0
223234,@HasanabiClips,streamer_reaction,left,left,2,0,0
223260,@HasanabiClips,streamer_reaction,left,left,4,1,0
223265,@HasanabiClips,streamer_reaction,neither,left,2,0,0
223271,@HasanabiClips,streamer_reaction,left,left,4,0,0
223279,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223284,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223294,@HasanabiClips,streamer_reaction,left,left,1,0,0
223321,@HasanabiClips,streamer_reaction,left,neither,1,1,0
223342,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223345,@HasanabiClips,streamer_reaction,neither,left,4,0,0
223346,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223350,@HasanabiClips,streamer_reaction,neither,right,0,1,0
223360,@HasanabiClips,streamer_reaction,left,neither,1,1,0
223370,@HasanabiClips,streamer_reaction,left,left,3,0,0
223393,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223397,@HasanabiClips,streamer_reaction,left,right,1,2,0
223416,@HasanabiClips,streamer_reaction,left,left,1,0,0
223430,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223438,@HasanabiClips,streamer_reaction,neither,neither,1,1,0
223444,@HasanabiClips,streamer_reaction,left,left,2,0,0
223493,@HasanabiClips,streamer_reaction,neither,left,3,1,0
223509,@HasanabiClips,streamer_reaction,left,left,2,0,0
223521,@HasanabiClips,streamer_reaction,left,right,0,1,0
223547,@HasanabiClips,streamer_reaction,neither,left,2,0,0
223557,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223563,@HasanabiClips,streamer_reaction,neither,left,2,0,0
223582,@HasanabiClips,streamer_reaction,left,right,1,4,0
223587,@HasanabiClips,streamer_reaction,left,left,2,0,0
223591,@HasanabiClips,streamer_reaction,left,left,2,1,0
223600,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223618,@HasanabiClips,streamer_reaction,neither,left,1,0,0
223620,@HasanabiClips,streamer_reaction,neither,left,2,1,0
223621,@HasanabiClips,streamer_reaction,neither,left,1,0,0
224679,@JamarlThomas,left_commentary,left,neither,0,0,0
224688,@JamarlThomas,left_commentary,neither,neither,1,1,0
224689,@JamarlThomas,left_commentary,left,left,2,0,0
224695,@JamarlThomas,left_commentary,left,left,3,0,0
224703,@JamarlThomas,left_commentary,left,left,1,0,0
224705,@JamarlThomas,left_commentary,left,left,1,0,0
224714,@JamarlThomas,left_commentary,neither,right,0,2,0
224722,@JamarlThomas,left_commentary,left,right,0,1,0
224724,@JamarlThomas,left_commentary,neither,neither,0,0,0
224727,@JamarlThomas,left_commentary,neither,left,3,0,0
224747,@JamarlThomas,left_commentary,left,neither,0,0,0
224751,@JamarlThomas,left_commentary,neither,left,1,0,0
224754,@JamarlThomas,left_commentary,neither,left,2,0,0
224766,@JamarlThomas,left_commentary,neither,right,0,1,0
224768,@JamarlThomas,left_commentary,neither,right,0,1,0
224769,@JamarlThomas,left_commentary,neither,neither,0,0,0
224772,@JamarlThomas,left_commentary,neither,left,2,1,0
224777,@JamarlThomas,left_commentary,left,left,2,0,0
224787,@JamarlThomas,left_commentary,neither,neither,1,1,0
224795,@JamarlThomas,left_commentary,neither,left,1,0,0
224796,@JamarlThomas,left_commentary,neither,neither,0,0,0
224805,@JamarlThomas,left_commentary,left,left,1,0,0
224809,@JamarlThomas,left_commentary,neither,neither,0,0,0
224811,@JamarlThomas,left_commentary,left,left,4,1,0
224817,@JamarlThomas,left_commentary,neither,neither,0,0,0
224821,@JamarlThomas,left_commentary,left,neither,0,0,0
224824,@JamarlThomas,left_commentary,left,left,2,0,0
224826,@JamarlThomas,left_commentary,neither,right,1,2,0
224831,@JamarlThomas,left_commentary,neither,left,1,0,0
224835,@JamarlThomas,left_commentary,neither,left,1,0,0
224844,@JamarlThomas,left_commentary,neither,left,1,0,0
224846,@JamarlThomas,left_commentary,neither,left,1,0,0
224853,@JamarlThomas,left_commentary,neither,neither,1,1,0
224861,@JamarlThomas,left_commentary,neither,neither,0,0,0
224873,@JamarlThomas,left_commentary,neither,left,1,0,0
224876,@JamarlThomas,left_commentary,neither,neither,1,1,0
224883,@JamarlThomas,left_commentary,left,left,2,0,0
224885,@JamarlThomas,left_commentary,neither,left,1,0,0
224896,@JamarlThomas,left_commentary,left,left,3,0,0
224898,@JamarlThomas,left_commentary,neither,right,0,1,0
224901,@JamarlThomas,left_commentary,left,left,2,0,0
224905,@JamarlThomas,left_commentary,neither,neither,1,1,0
224906,@JamarlThomas,left_commentary,left,left,4,1,0
224907,@JamarlThomas,left_commentary,left,left,3,0,0
224908,@JamarlThomas,left_commentary,neither,left,2,0,0
224909,@JamarlThomas,left_commentary,neither,neither,0,0,0
224913,@JamarlThomas,left_commentary,left,neither,1,1,0
224918,@JamarlThomas,left_commentary,neither,left,1,0,0
224928,@JamarlThomas,left_commentary,neither,neither,0,0,0
224938,@JamarlThomas,left_commentary,neither,right,0,1,0
247484,@bushrakhanum,wire_international,neither,left,1,0,0
247485,@bushrakhanum,wire_international,neither,neither,0,0,0
247487,@bushrakhanum,wire_international,neither,neither,0,0,0
247488,@bushrakhanum,wire_international,neither,right,0,1,0
247489,@bushrakhanum,wire_international,neither,neither,0,0,0
247492,@bushrakhanum,wire_international,neither,neither,0,0,0
247493,@bushrakhanum,wire_international,neither,neither,0,0,0
247494,@bushrakhanum,wire_international,neither,neither,0,0,0
247495,@bushrakhanum,wire_international,neither,left,1,0,0
247496,@bushrakhanum,wire_international,neither,left,2,0,0
247497,@bushrakhanum,wire_international,neither,left,2,0,0
247499,@bushrakhanum,wire_international,neither,neither,0,0,0
247501,@bushrakhanum,wire_international,neither,left,1,0,0
247502,@bushrakhanum,wire_international,neither,neither,0,0,0
247504,@bushrakhanum,wire_international,neither,left,2,0,0
247505,@bushrakhanum,wire_international,neither,neither,0,0,0
247650,@Channel5YouTube,independent_digital_news,neither,neither,0,0,0
247651,@Channel5YouTube,independent_digital_news,neither,neither,0,0,0
247653,@Channel5YouTube,independent_digital_news,neither,right,0,1,0
247656,@Channel5YouTube,independent_digital_news,neither,left,1,0,0
247658,@Channel5YouTube,independent_digital_news,neither,neither,0,0,0
247660,@Channel5YouTube,independent_digital_news,neither,left,1,0,0
247665,@Channel5YouTube,independent_digital_news,neither,neither,0,0,0
247667,@Channel5YouTube,independent_digital_news,neither,neither,0,0,0
247670,@Channel5YouTube,independent_digital_news,neither,neither,0,0,0
247672,@Channel5YouTube,independent_digital_news,neither,neither,0,0,0
247674,@Channel5YouTube,independent_digital_news,neither,right,0,1,0
247677,@Channel5YouTube,independent_digital_news,left,right,0,1,0
247679,@Channel5YouTube,independent_digital_news,neither,left,1,0,0
247681,@Channel5YouTube,independent_digital_news,neither,neither,0,0,0
247684,@Channel5YouTube,independent_digital_news,left,neither,0,0,0
247691,@Channel5YouTube,independent_digital_news,neither,right,0,1,0
289559,@TimesNowWorld,wire_international,neither,neither,0,0,0
289572,@TimesNowWorld,wire_international,neither,neither,0,0,0
289628,@TimesNowWorld,wire_international,neither,neither,0,0,0
290763,@TimesNowWorld,wire_international,neither,left,1,0,0
290835,@TimesNowWorld,wire_international,neither,left,1,0,0
290989,@TimesNowWorld,wire_international,neither,left,1,0,0
291255,@TimesNowWorld,wire_international,neither,right,0,1,0
291494,@TimesNowWorld,wire_international,neither,left,2,0,0
291534,@TimesNowWorld,wire_international,neither,neither,0,0,0
291759,@TimesNowWorld,wire_international,neither,neither,0,0,0
291875,@TimesNowWorld,wire_international,neither,neither,0,0,0
292413,@TimesNowWorld,wire_international,neither,left,3,0,0
292632,@TimesNowWorld,wire_international,left,left,1,0,0
292877,@TimesNowWorld,wire_international,neither,left,2,0,0
292933,@TimesNowWorld,wire_international,neither,neither,0,0,0
293034,@TimesNowWorld,wire_international,neither,left,2,0,0
293259,@TimesNowWorld,wire_international,neither,left,1,0,0
293369,@TimesNowWorld,wire_international,neither,neither,0,0,0
293799,@TimesNowWorld,wire_international,neither,neither,0,0,0
294020,@TimesNowWorld,wire_international,neither,neither,1,1,0
294096,@TimesNowWorld,wire_international,right,neither,0,0,0
294534,@TimesNowWorld,wire_international,neither,right,0,1,0
294623,@TimesNowWorld,wire_international,left,left,4,1,0
294693,@TimesNowWorld,wire_international,neither,left,1,0,0
294778,@TimesNowWorld,wire_international,neither,left,1,0,0
294906,@TimesNowWorld,wire_international,neither,left,1,0,0
295139,@TimesNowWorld,wire_international,left,left,1,0,0
295429,@TimesNowWorld,wire_international,neither,left,3,0,0
295644,@TimesNowWorld,wire_international,neither,left,3,0,0
295692,@TimesNowWorld,wire_international,neither,left,2,0,0
295881,@TimesNowWorld,wire_international,neither,left,2,0,0
295918,@TimesNowWorld,wire_international,neither,left,3,0,0
295961,@TimesNowWorld,wire_international,left,neither,2,2,0
296242,@TimesNowWorld,wire_international,left,left,2,0,0
296364,@TimesNowWorld,wire_international,neither,neither,1,1,0
296423,@TimesNowWorld,wire_international,neither,left,3,0,0
296667,@TimesNowWorld,wire_international,neither,left,1,0,0
297001,@TimesNowWorld,wire_international,neither,neither,0,0,0
297017,@TimesNowWorld,wire_international,neither,neither,1,1,0
297036,@TimesNowWorld,wire_international,neither,left,3,0,0
297064,@TimesNowWorld,wire_international,neither,left,1,0,0
297562,@TimesNowWorld,wire_international,neither,left,1,0,0
297579,@TimesNowWorld,wire_international,right,neither,0,0,0
297666,@TimesNowWorld,wire_international,right,left,2,1,0
297842,@TimesNowWorld,wire_international,neither,left,2,0,0
297916,@TimesNowWorld,wire_international,neither,neither,0,0,0
297944,@TimesNowWorld,wire_international,right,neither,0,0,0
297961,@TimesNowWorld,wire_international,right,neither,0,0,0
298204,@TimesNowWorld,wire_international,left,left,2,0,0
298344,@TimesNowWorld,wire_international,neither,neither,0,0,0
1489,@ClipsCandaceOwens,right_commentary,neither,right,0,1,1
1490,@ClipsCandaceOwens,right_commentary,right,neither,0,0,1
1491,@ClipsCandaceOwens,right_commentary,right,right,0,1,1
1492,@ClipsCandaceOwens,right_commentary,right,neither,1,1,1
1493,@ClipsCandaceOwens,right_commentary,right,right,0,1,1
1499,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1502,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1505,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1519,@ClipsCandaceOwens,right_commentary,neither,neither,1,1,1
1520,@ClipsCandaceOwens,right_commentary,neither,right,0,1,1
1535,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1541,@ClipsCandaceOwens,right_commentary,neither,left,1,0,1
1544,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1547,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1551,@ClipsCandaceOwens,right_commentary,neither,left,1,0,1
1555,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1557,@ClipsCandaceOwens,right_commentary,neither,right,0,1,1
1559,@ClipsCandaceOwens,right_commentary,neither,right,0,1,1
1560,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1564,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1566,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1567,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1579,@ClipsCandaceOwens,right_commentary,left,right,0,1,1
1580,@ClipsCandaceOwens,right_commentary,neither,right,0,1,1
1581,@ClipsCandaceOwens,right_commentary,right,right,0,2,1
1584,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1588,@ClipsCandaceOwens,right_commentary,neither,right,0,1,1
1590,@ClipsCandaceOwens,right_commentary,neither,right,0,1,1
1593,@ClipsCandaceOwens,right_commentary,left,neither,1,1,1
1595,@ClipsCandaceOwens,right_commentary,neither,right,1,2,1
1599,@ClipsCandaceOwens,right_commentary,right,neither,0,0,1
1600,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1608,@ClipsCandaceOwens,right_commentary,right,neither,0,0,1
1612,@ClipsCandaceOwens,right_commentary,neither,right,0,2,1
1617,@ClipsCandaceOwens,right_commentary,neither,right,0,2,1
1626,@ClipsCandaceOwens,right_commentary,left,right,0,1,1
1628,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1637,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1641,@ClipsCandaceOwens,right_commentary,left,left,1,0,1
1652,@ClipsCandaceOwens,right_commentary,neither,neither,0,0,1
1653,@ClipsCandaceOwens,right_commentary,neither,neither,2,2,1
1655,@ClipsCandaceOwens,right_commentary,neither,right,0,2,1
1657,@ClipsCandaceOwens,right_commentary,neither,right,0,1,1
1658,@ClipsCandaceOwens,right_commentary,left,left,1,0,1
1659,@ClipsCandaceOwens,right_commentary,left,right,0,2,1
1660,@ClipsCandaceOwens,right_commentary,neither,right,1,2,1
1661,@ClipsCandaceOwens,right_commentary,neither,left,2,1,1
1664,@ClipsCandaceOwens,right_commentary,right,neither,0,0,1
1665,@ClipsCandaceOwens,right_commentary,neither,right,0,3,1
1679,@ClipsCandaceOwens,right_commentary,neither,left,2,0,1
3919,@MattWalsh,right_commentary,neither,left,1,0,1
3921,@MattWalsh,right_commentary,neither,neither,0,0,1
3925,@MattWalsh,right_commentary,neither,right,0,1,1
3927,@MattWalsh,right_commentary,neither,neither,0,0,1
3930,@MattWalsh,right_commentary,neither,right,0,1,1
3932,@MattWalsh,right_commentary,right,right,0,1,1
3943,@MattWalsh,right_commentary,neither,right,0,1,1
3947,@MattWalsh,right_commentary,right,right,0,2,1
3952,@MattWalsh,right_commentary,right,right,0,1,1
3971,@MattWalsh,right_commentary,right,neither,1,1,1
3972,@MattWalsh,right_commentary,right,neither,0,0,1
3973,@MattWalsh,right_commentary,right,right,0,1,1
3981,@MattWalsh,right_commentary,right,neither,0,0,1
3982,@MattWalsh,right_commentary,neither,right,0,1,1
3991,@MattWalsh,right_commentary,neither,right,0,2,1
4006,@MattWalsh,right_commentary,neither,neither,0,0,1
4007,@MattWalsh,right_commentary,neither,neither,0,0,1
4013,@MattWalsh,right_commentary,right,right,0,1,1
4017,@MattWalsh,right_commentary,right,neither,0,0,1
4039,@MattWalsh,right_commentary,left,right,0,1,1
4045,@MattWalsh,right_commentary,left,neither,0,0,1
4048,@MattWalsh,right_commentary,neither,neither,0,0,1
4051,@MattWalsh,right_commentary,right,neither,0,0,1
4052,@MattWalsh,right_commentary,neither,neither,0,0,1
4063,@MattWalsh,right_commentary,right,right,0,3,1
4066,@MattWalsh,right_commentary,left,right,0,1,1
4074,@MattWalsh,right_commentary,neither,neither,0,0,1
4077,@MattWalsh,right_commentary,neither,neither,1,1,1
4081,@MattWalsh,right_commentary,right,neither,1,1,1
4084,@MattWalsh,right_commentary,neither,right,0,1,1
4094,@MattWalsh,right_commentary,neither,right,0,1,1
4109,@MattWalsh,right_commentary,right,right,0,1,1
4120,@MattWalsh,right_commentary,neither,neither,0,0,1
4123,@MattWalsh,right_commentary,right,neither,1,1,1
4125,@MattWalsh,right_commentary,left,neither,0,0,1
4129,@MattWalsh,right_commentary,neither,right,0,2,1
4140,@MattWalsh,right_commentary,right,neither,1,1,1
4142,@MattWalsh,right_commentary,neither,neither,0,0,1
4158,@MattWalsh,right_commentary,right,neither,1,1,1
4159,@MattWalsh,right_commentary,neither,right,0,1,1
4166,@MattWalsh,right_commentary,neither,neither,0,0,1
4173,@MattWalsh,right_commentary,neither,neither,1,1,1
4175,@MattWalsh,right_commentary,right,right,0,1,1
4182,@MattWalsh,right_commentary,neither,neither,0,0,1
4186,@MattWalsh,right_commentary,right,neither,0,0,1
4188,@MattWalsh,right_commentary,right,right,1,2,1
4194,@MattWalsh,right_commentary,right,neither,1,1,1
4199,@MattWalsh,right_commentary,neither,neither,0,0,1
4208,@MattWalsh,right_commentary,right,right,0,1,1
4213,@MattWalsh,right_commentary,neither,neither,0,0,1
10522,@PBDPodcast,interview_podcast,neither,right,0,1,1
10524,@PBDPodcast,interview_podcast,neither,neither,1,1,1
10530,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10533,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10534,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10535,@PBDPodcast,interview_podcast,neither,left,1,0,1
10538,@PBDPodcast,interview_podcast,neither,left,2,1,1
10543,@PBDPodcast,interview_podcast,neither,left,1,0,1
10545,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10547,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10549,@PBDPodcast,interview_podcast,right,left,3,1,1
10550,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10551,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10552,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10554,@PBDPodcast,interview_podcast,neither,neither,0,0,1
10555,@PBDPodcast,interview_podcast,neither,neither,0,0,1
12242,@StevenCrowder,right_commentary,right,right,0,4,1
12243,@StevenCrowder,right_commentary,neither,neither,0,0,1
12245,@StevenCrowder,right_commentary,neither,neither,0,0,1
12251,@StevenCrowder,right_commentary,neither,neither,0,0,1
12256,@StevenCrowder,right_commentary,right,right,0,1,1
12260,@StevenCrowder,right_commentary,right,right,0,1,1
12264,@StevenCrowder,right_commentary,right,right,0,1,1
12265,@StevenCrowder,right_commentary,right,right,1,2,1
12272,@StevenCrowder,right_commentary,neither,neither,0,0,1
12277,@StevenCrowder,right_commentary,neither,neither,0,0,1
12278,@StevenCrowder,right_commentary,neither,right,0,2,1
12281,@StevenCrowder,right_commentary,neither,neither,0,0,1
12288,@StevenCrowder,right_commentary,right,neither,0,0,1
12289,@StevenCrowder,right_commentary,neither,left,1,0,1
12291,@StevenCrowder,right_commentary,neither,right,0,1,1
12303,@StevenCrowder,right_commentary,neither,neither,0,0,1
12310,@StevenCrowder,right_commentary,neither,neither,0,0,1
12312,@StevenCrowder,right_commentary,neither,neither,0,0,1
12313,@StevenCrowder,right_commentary,right,neither,0,0,1
12319,@StevenCrowder,right_commentary,neither,neither,0,0,1
12324,@StevenCrowder,right_commentary,neither,neither,0,0,1
12325,@StevenCrowder,right_commentary,neither,neither,0,0,1
12330,@StevenCrowder,right_commentary,neither,neither,0,0,1
12331,@StevenCrowder,right_commentary,neither,neither,0,0,1
12332,@StevenCrowder,right_commentary,neither,neither,0,0,1
12334,@StevenCrowder,right_commentary,right,neither,0,0,1
12340,@StevenCrowder,right_commentary,neither,neither,0,0,1
12342,@StevenCrowder,right_commentary,right,neither,0,0,1
12347,@StevenCrowder,right_commentary,right,neither,0,0,1
12349,@StevenCrowder,right_commentary,neither,neither,0,0,1
12350,@StevenCrowder,right_commentary,right,right,0,1,1
12354,@StevenCrowder,right_commentary,neither,neither,0,0,1
12359,@StevenCrowder,right_commentary,right,neither,0,0,1
12363,@StevenCrowder,right_commentary,neither,neither,0,0,1
12367,@StevenCrowder,right_commentary,neither,left,3,0,1
12372,@StevenCrowder,right_commentary,right,right,0,1,1
12375,@StevenCrowder,right_commentary,neither,neither,0,0,1
12376,@StevenCrowder,right_commentary,neither,neither,0,0,1
12377,@StevenCrowder,right_commentary,right,right,0,2,1
12378,@StevenCrowder,right_commentary,neither,neither,0,0,1
12386,@StevenCrowder,right_commentary,neither,right,0,1,1
12394,@StevenCrowder,right_commentary,neither,neither,0,0,1
12396,@StevenCrowder,right_commentary,neither,neither,0,0,1
12398,@StevenCrowder,right_commentary,right,neither,0,0,1
12401,@StevenCrowder,right_commentary,neither,neither,0,0,1
12402,@StevenCrowder,right_commentary,neither,neither,0,0,1
12403,@StevenCrowder,right_commentary,neither,neither,0,0,1
12404,@StevenCrowder,right_commentary,neither,neither,1,1,1
12406,@StevenCrowder,right_commentary,neither,neither,0,0,1
12407,@StevenCrowder,right_commentary,neither,neither,0,0,1
21254,@breakingpoints,independent_digital_news,left,neither,1,1,1
21288,@breakingpoints,independent_digital_news,neither,neither,1,1,1
21299,@breakingpoints,independent_digital_news,left,right,0,1,1
21319,@breakingpoints,independent_digital_news,left,left,2,0,1
21360,@breakingpoints,independent_digital_news,left,right,0,1,1
21362,@breakingpoints,independent_digital_news,neither,left,2,0,1
21366,@breakingpoints,independent_digital_news,neither,left,3,0,1
21399,@breakingpoints,independent_digital_news,left,left,2,0,1
21401,@breakingpoints,independent_digital_news,neither,neither,0,0,1
21480,@breakingpoints,independent_digital_news,neither,left,1,0,1
21498,@breakingpoints,independent_digital_news,left,right,0,1,1
21548,@breakingpoints,independent_digital_news,neither,left,2,0,1
21568,@breakingpoints,independent_digital_news,neither,left,1,0,1
21593,@breakingpoints,independent_digital_news,left,neither,0,0,1
21595,@breakingpoints,independent_digital_news,left,left,1,0,1
21633,@breakingpoints,independent_digital_news,left,left,1,0,1
21663,@breakingpoints,independent_digital_news,right,left,1,0,1
21665,@breakingpoints,independent_digital_news,left,left,2,0,1
21666,@breakingpoints,independent_digital_news,left,neither,0,0,1
21680,@breakingpoints,independent_digital_news,neither,left,2,1,1
21685,@breakingpoints,independent_digital_news,neither,left,2,0,1
21710,@breakingpoints,independent_digital_news,right,right,0,1,1
21722,@breakingpoints,independent_digital_news,neither,right,0,1,1
21788,@breakingpoints,independent_digital_news,left,neither,0,0,1
21815,@breakingpoints,independent_digital_news,left,left,1,0,1
21822,@breakingpoints,independent_digital_news,left,left,2,0,1
21857,@breakingpoints,independent_digital_news,left,left,1,0,1
21887,@breakingpoints,independent_digital_news,neither,neither,0,0,1
21917,@breakingpoints,independent_digital_news,left,left,2,0,1
21943,@breakingpoints,independent_digital_news,left,left,1,0,1
21948,@breakingpoints,independent_digital_news,neither,left,1,0,1
21962,@breakingpoints,independent_digital_news,left,neither,0,0,1
21981,@breakingpoints,independent_digital_news,left,left,2,0,1
21986,@breakingpoints,independent_digital_news,left,left,2,0,1
22006,@breakingpoints,independent_digital_news,neither,neither,0,0,1
22062,@breakingpoints,independent_digital_news,left,neither,0,0,1
22110,@breakingpoints,independent_digital_news,left,neither,1,1,1
22123,@breakingpoints,independent_digital_news,neither,neither,1,1,1
22136,@breakingpoints,independent_digital_news,left,left,1,0,1
22143,@breakingpoints,independent_digital_news,neither,neither,1,1,1
22159,@breakingpoints,independent_digital_news,right,left,1,0,1
22178,@breakingpoints,independent_digital_news,neither,neither,0,0,1
22184,@breakingpoints,independent_digital_news,neither,left,2,0,1
22187,@breakingpoints,independent_digital_news,neither,left,1,0,1
22190,@breakingpoints,independent_digital_news,left,left,3,0,1
22223,@breakingpoints,independent_digital_news,left,left,2,0,1
22239,@breakingpoints,independent_digital_news,left,left,3,0,1
22244,@breakingpoints,independent_digital_news,left,left,1,0,1
22254,@breakingpoints,independent_digital_news,neither,neither,0,0,1
22255,@breakingpoints,independent_digital_news,left,left,1,0,1
23901,@destiny,streamer_reaction,neither,neither,0,0,1
